sep=,
2025-03-06 11:27:46,-28.7 °,-97.2 °
2025-03-06 11:28:06,-28.7 °,-97.2 °
2025-03-06 11:28:26,-28.7 °,-97.2 °
2025-03-06 11:35:16,-28.7 °,-97.1 °
2025-03-06 11:36:16,-28.7 °,-97.1 °
2025-03-06 11:36:36,-28.7 °,-97.1 °
2025-03-06 11:36:56,-28.7 °,-97.1 °
2025-03-06 11:37:16,-28.7 °,-97.1 °
2025-03-06 11:37:36,-28.7 °,-97.1 °
2025-03-06 11:38:04,-28.7 °,-97.1 °
2025-03-06 11:38:16,-28.7 °,-97.1 °
2025-03-06 12:09:09,-28.7 °,-96.8 °
2025-03-06 12:09:29,-28.7 °,-96.8 °
2025-03-06 12:09:49,-28.7 °,-96.8 °
2025-03-06 12:10:08,-28.7 °,-96.8 °
2025-03-06 12:10:29,-28.7 °,-96.8 °
2025-03-06 12:10:49,-28.7 °,-96.8 °
2025-03-06 12:11:09,-28.7 °,-96.8 °
2025-03-06 12:11:29,-28.7 °,-96.8 °
2025-03-06 12:11:49,-28.7 °,-96.7 °
2025-03-06 12:12:18,-28.7 °,-96.7 °
2025-03-06 12:12:38,-28.7 °,-96.7 °
2025-03-06 12:12:58,-28.7 °,-96.7 °
2025-03-06 12:13:09,-28.7 °,-96.7 °
2025-03-06 12:13:38,-28.7 °,-96.7 °
2025-03-06 12:13:59,-28.7 °,-96.7 °
2025-03-06 12:14:19,-28.7 °,-96.7 °
2025-03-06 12:14:39,-28.7 °,-96.7 °
2025-03-06 12:14:59,-28.7 °,-96.7 °
2025-03-06 12:15:19,-28.7 °,-96.7 °
2025-03-06 12:15:39,-28.7 °,-96.7 °
2025-03-06 12:15:59,-28.7 °,-96.7 °
2025-03-06 12:16:58,-28.7 °,-96.7 °
2025-03-06 12:17:18,-28.7 °,-96.7 °
2025-03-06 12:17:38,-28.7 °,-96.7 °
2025-03-06 12:18:19,-28.7 °,-96.7 °
2025-03-06 12:54:48,-28.7 °,-96.3 °
2025-03-06 13:25:37,-28.7 °,-96.0 °
2025-03-06 13:25:57,-28.7 °,-96.0 °
2025-03-06 13:26:17,-28.7 °,-95.9 °
2025-03-06 13:27:37,-28.7 °,-95.9 °
2025-03-06 13:28:17,-28.7 °,-95.9 °
2025-03-06 13:29:37,-28.7 °,-95.9 °
2025-03-06 13:29:57,-28.7 °,-95.9 °
2025-03-06 13:30:17,-28.7 °,-95.9 °
2025-03-06 13:30:57,-28.7 °,-95.9 °
2025-03-06 13:31:17,-28.7 °,-95.9 °
2025-03-06 13:31:37,-28.7 °,-95.9 °
2025-03-06 13:32:17,-28.7 °,-95.9 °
2025-03-06 13:32:37,-28.7 °,-95.9 °
2025-03-06 13:32:57,-28.7 °,-95.9 °
2025-03-06 13:33:37,-28.7 °,-95.8 °
2025-03-06 13:33:57,-28.7 °,-95.8 °
2025-03-06 13:34:17,-28.7 °,-95.8 °
2025-03-06 13:39:25,-28.7 °,-95.8 °
2025-03-06 13:39:37,-28.7 °,-95.8 °
2025-03-06 13:39:57,-28.7 °,-95.8 °
2025-03-06 13:40:17,-28.7 °,-95.8 °
2025-03-06 13:40:45,-28.7 °,-95.8 °
2025-03-06 13:41:05,-28.7 °,-95.8 °
2025-03-06 13:41:45,-28.7 °,-95.8 °
2025-03-06 13:42:07,-28.7 °,-95.8 °
2025-03-06 13:42:25,-28.7 °,-95.8 °
2025-03-06 13:43:27,-28.7 °,-95.7 °
2025-03-06 13:43:47,-28.7 °,-95.7 °
2025-03-06 13:45:07,-28.7 °,-95.7 °
2025-03-06 13:45:27,-28.7 °,-95.7 °
2025-03-06 13:45:47,-28.7 °,-95.7 °
2025-03-06 13:46:07,-28.7 °,-95.7 °
2025-03-06 13:46:27,-28.7 °,-95.7 °
2025-03-06 13:46:47,-28.7 °,-95.7 °
2025-03-06 13:47:07,-28.7 °,-95.7 °
2025-03-06 13:47:27,-28.7 °,-95.7 °
2025-03-06 13:47:47,-28.7 °,-95.7 °
2025-03-06 13:48:07,-28.7 °,-95.7 °
2025-03-06 13:48:27,-28.7 °,-95.7 °
2025-03-06 13:48:47,-28.7 °,-95.7 °
2025-03-06 13:49:07,-28.7 °,-95.7 °
2025-03-06 13:49:27,-28.7 °,-95.7 °
2025-03-06 13:49:47,-28.7 °,-95.7 °
2025-03-06 13:50:07,-28.7 °,-95.7 °
2025-03-06 13:50:27,-28.7 °,-95.7 °
2025-03-06 13:50:47,-28.7 °,-95.7 °
2025-03-06 13:51:07,-28.7 °,-95.7 °
2025-03-06 13:51:27,-28.7 °,-95.7 °
2025-03-06 13:51:47,-28.7 °,-95.6 °
2025-03-06 13:52:07,-28.7 °,-95.6 °
2025-03-06 13:52:27,-28.7 °,-95.6 °
2025-03-06 13:52:47,-28.7 °,-95.6 °
2025-03-06 13:53:07,-28.7 °,-95.6 °
2025-03-06 13:53:27,-28.7 °,-95.6 °
2025-03-06 13:53:47,-28.7 °,-95.6 °
2025-03-06 13:54:15,-28.7 °,-95.6 °
2025-03-06 13:54:35,-28.7 °,-95.6 °
2025-03-06 13:54:55,-28.7 °,-95.6 °
2025-03-06 13:55:15,-28.7 °,-95.6 °
2025-03-06 13:55:35,-28.7 °,-95.6 °
2025-03-06 13:55:55,-28.7 °,-95.6 °
2025-03-06 13:56:15,-28.7 °,-95.6 °
2025-03-06 13:56:37,-28.7 °,-95.6 °
2025-03-06 13:56:57,-28.7 °,-95.6 °
2025-03-06 13:57:17,-28.7 °,-95.6 °
2025-03-06 13:57:37,-28.7 °,-95.6 °
2025-03-06 13:57:57,-28.7 °,-95.6 °
2025-03-06 13:58:17,-28.7 °,-95.6 °
2025-03-06 13:58:37,-28.7 °,-95.6 °
2025-03-06 13:58:57,-28.7 °,-95.6 °
2025-03-06 13:59:17,-28.7 °,-95.6 °
2025-03-06 13:59:37,-28.7 °,-95.6 °
2025-03-06 13:59:57,-28.7 °,-95.6 °
2025-03-06 14:00:25,-28.7 °,-95.6 °
2025-03-06 14:00:37,-28.7 °,-95.6 °
2025-03-06 14:01:05,-28.7 °,-95.6 °
2025-03-06 14:01:25,-28.7 °,-95.5 °
2025-03-06 14:01:45,-28.7 °,-95.5 °
2025-03-06 14:02:07,-28.7 °,-95.5 °
2025-03-06 14:02:25,-28.7 °,-95.5 °
2025-03-06 14:02:47,-28.7 °,-95.5 °
2025-03-06 14:03:05,-28.7 °,-95.5 °
2025-03-06 14:03:27,-28.7 °,-95.5 °
2025-03-06 14:03:47,-28.7 °,-95.5 °
2025-03-06 14:04:07,-28.7 °,-95.5 °
2025-03-06 14:04:27,-28.7 °,-95.5 °
2025-03-06 14:04:37,-28.7 °,-95.5 °
2025-03-06 14:34:51,-28.7 °,-95.2 °
2025-03-06 14:35:11,-28.7 °,-95.2 °
2025-03-06 14:35:31,-28.7 °,-95.2 °
2025-03-06 14:35:51,-28.7 °,-95.2 °
2025-03-06 14:36:11,-28.7 °,-95.2 °
2025-03-06 14:36:31,-28.7 °,-95.2 °
2025-03-06 14:36:51,-28.7 °,-95.2 °
2025-03-06 14:37:11,-28.7 °,-95.2 °
2025-03-06 14:37:31,-28.7 °,-95.2 °
2025-03-06 14:37:51,-28.7 °,-95.2 °
2025-03-06 14:38:11,-28.7 °,-95.2 °
2025-03-06 14:38:31,-28.7 °,-95.1 °
2025-03-06 14:38:51,-28.7 °,-95.1 °
2025-03-06 14:39:11,-28.7 °,-95.1 °
2025-03-06 14:39:31,-28.7 °,-95.1 °
2025-03-06 14:39:51,-28.7 °,-95.1 °
2025-03-06 14:40:11,-28.7 °,-95.1 °
2025-03-06 14:40:31,-28.7 °,-95.1 °
2025-03-06 14:40:51,-28.7 °,-95.1 °
2025-03-06 14:41:11,-28.7 °,-95.1 °
2025-03-06 14:41:31,-28.7 °,-95.1 °
2025-03-06 14:41:51,-28.7 °,-95.1 °
2025-03-06 14:42:11,-28.7 °,-95.1 °
2025-03-06 14:42:31,-28.7 °,-95.1 °
2025-03-06 14:42:51,-28.7 °,-95.1 °
2025-03-06 14:43:11,-28.7 °,-95.1 °
2025-03-06 14:43:31,-28.7 °,-95.1 °
2025-03-06 14:43:51,-28.7 °,-95.1 °
2025-03-06 14:44:19,-28.6 °,-94.8 °
2025-03-06 14:44:39,-28.3 °,-94.2 °
2025-03-06 14:44:59,-28.0 °,-93.6 °
2025-03-06 14:45:19,-27.7 °,-93.0 °
2025-03-06 14:45:39,-27.4 °,-92.5 °
2025-03-06 14:46:01,-27.1 °,-92.0 °
2025-03-06 14:46:41,-19.4 °,-96.2 °
2025-03-06 14:47:01,-14.2 °,-98.0 °
2025-03-06 14:47:21,-9.85 °,-99.1 °
2025-03-06 14:47:41,-9.85 °,-99.1 °
2025-03-06 14:48:01,-12.6 °,-98.5 °
2025-03-06 14:48:21,-12.7 °,-98.9 °
2025-03-06 14:48:41,-12.8 °,-99.5 °
2025-03-06 14:49:01,-13.0 °,-100 °
2025-03-06 14:49:21,-13.1 °,-101 °
2025-03-06 14:49:41,-13.2 °,-101 °
2025-03-06 14:50:01,-13.3 °,-102 °
2025-03-06 14:50:21,-13.5 °,-102 °
2025-03-06 14:50:41,-13.6 °,-103 °
2025-03-06 14:51:01,-13.7 °,-104 °
2025-03-06 14:51:21,-13.8 °,-104 °
2025-03-06 14:51:41,-14.0 °,-105 °
2025-03-06 14:52:01,-14.1 °,-105 °
2025-03-06 14:52:21,-14.2 °,-106 °
2025-03-06 14:52:41,-14.3 °,-106 °
2025-03-06 14:53:01,-14.4 °,-107 °
2025-03-06 14:53:21,-14.5 °,-108 °
2025-03-06 14:53:41,-14.6 °,-108 °
2025-03-06 14:54:01,-14.8 °,-109 °
2025-03-06 14:54:21,-14.9 °,-109 °
2025-03-06 14:54:41,-15.0 °,-110 °
2025-03-06 14:55:01,-15.1 °,-110 °
2025-03-06 14:55:49,-15.3 °,-112 °
2025-03-06 14:56:09,-15.4 °,-112 °
2025-03-06 14:56:29,-15.5 °,-113 °
2025-03-06 14:56:49,-15.6 °,-114 °
2025-03-06 14:57:09,-15.7 °,-114 °
2025-03-06 14:57:29,-15.8 °,-115 °
2025-03-06 14:58:11,-15.8 °,-115 °
2025-03-06 14:58:51,-15.8 °,-115 °
2025-03-06 14:59:11,-15.8 °,-115 °
2025-03-06 14:59:31,-15.8 °,-115 °
2025-03-06 14:59:51,-15.8 °,-115 °
2025-03-06 15:00:11,-15.8 °,-115 °
2025-03-06 15:00:31,-15.8 °,-115 °
2025-03-06 15:00:51,-15.8 °,-115 °
2025-03-06 15:01:11,-15.8 °,-115 °
2025-03-06 15:01:31,-15.9 °,-115 °
2025-03-06 15:01:51,-15.9 °,-115 °
2025-03-06 15:02:11,-15.9 °,-115 °
2025-03-06 15:02:31,-15.9 °,-115 °
2025-03-06 15:02:51,-15.9 °,-115 °
2025-03-06 15:03:11,-15.9 °,-115 °
2025-03-06 15:03:41,-15.9 °,-115 °
2025-03-06 15:04:01,-15.9 °,-115 °
2025-03-06 15:04:21,-15.9 °,-115 °
2025-03-06 15:04:41,-15.9 °,-115 °
2025-03-06 15:05:01,-15.8 °,-115 °
2025-03-06 15:05:21,-15.8 °,-115 °
2025-03-06 15:05:41,-15.8 °,-115 °
2025-03-06 15:06:01,-15.8 °,-115 °
2025-03-06 15:06:21,-15.8 °,-115 °
2025-03-06 15:06:41,-15.8 °,-115 °
2025-03-06 15:07:01,-15.8 °,-115 °
2025-03-06 15:07:21,-15.8 °,-115 °
2025-03-06 15:07:41,-15.8 °,-115 °
2025-03-06 15:08:01,-15.8 °,-115 °
2025-03-06 15:08:21,-15.8 °,-115 °
2025-03-06 15:08:41,-15.8 °,-115 °
2025-03-06 15:39:27,-15.9 °,-115 °
2025-03-06 15:39:47,-15.9 °,-115 °
2025-03-06 15:40:07,-15.9 °,-115 °
2025-03-06 15:40:27,-15.9 °,-115 °
2025-03-06 15:40:47,-15.8 °,-115 °
2025-03-06 15:41:07,-15.8 °,-115 °
2025-03-06 15:41:27,-15.8 °,-115 °
2025-03-06 15:41:47,-15.8 °,-115 °
2025-03-06 15:42:07,-15.8 °,-115 °
2025-03-06 15:42:27,-15.8 °,-115 °
2025-03-06 15:42:47,-15.8 °,-115 °
2025-03-06 15:43:07,-15.8 °,-115 °
2025-03-06 15:43:27,-15.8 °,-115 °
2025-03-06 15:43:47,-15.8 °,-115 °
2025-03-06 15:44:07,-15.8 °,-115 °
2025-03-06 15:44:27,-15.8 °,-115 °
2025-03-06 15:44:47,-15.8 °,-115 °
2025-03-06 15:45:36,-15.8 °,-115 °
2025-03-06 15:45:56,-15.8 °,-115 °
2025-03-06 15:46:16,-15.8 °,-115 °
2025-03-06 15:46:36,-15.8 °,-115 °
2025-03-06 15:46:56,-15.8 °,-115 °
2025-03-06 15:47:37,-15.8 °,-115 °
2025-03-06 15:48:17,-15.8 °,-115 °
2025-03-06 15:48:37,-15.8 °,-115 °
2025-03-06 15:48:57,-15.8 °,-115 °
2025-03-06 15:49:17,-15.8 °,-115 °
2025-03-06 15:49:37,-15.8 °,-115 °
2025-03-06 15:49:57,-15.8 °,-115 °
2025-03-06 15:50:17,-15.8 °,-115 °
2025-03-06 15:50:37,-15.8 °,-115 °
2025-03-06 15:50:57,-15.8 °,-115 °
2025-03-06 15:51:17,-15.8 °,-115 °
2025-03-06 15:51:37,-15.8 °,-115 °
2025-03-06 15:51:57,-15.8 °,-115 °
2025-03-06 15:52:17,-15.8 °,-115 °
2025-03-06 15:52:37,-15.8 °,-115 °
2025-03-06 15:52:57,-15.8 °,-115 °
2025-03-06 15:53:17,-15.8 °,-115 °
2025-03-06 15:53:37,-15.8 °,-115 °
2025-03-06 15:53:57,-15.8 °,-115 °
2025-03-06 15:54:17,-15.8 °,-115 °
2025-03-06 15:54:37,-15.8 °,-115 °
2025-03-06 15:54:57,-15.8 °,-115 °
2025-03-06 15:55:17,-15.8 °,-115 °
2025-03-06 15:55:37,-15.8 °,-115 °
2025-03-06 15:55:57,-15.9 °,-115 °
2025-03-06 15:56:17,-15.9 °,-115 °
2025-03-06 15:56:37,-15.9 °,-115 °
2025-03-06 15:56:57,-15.9 °,-115 °
2025-03-06 15:57:26,-15.9 °,-115 °
2025-03-06 15:58:06,-15.9 °,-115 °
2025-03-06 15:58:46,-15.8 °,-115 °
2025-03-06 15:59:06,-15.8 °,-115 °
2025-03-06 15:59:26,-15.8 °,-115 °
2025-03-06 15:59:47,-15.8 °,-115 °
2025-03-06 16:00:07,-15.8 °,-115 °
2025-03-06 16:00:27,-15.8 °,-115 °
2025-03-06 16:00:47,-15.8 °,-115 °
2025-03-06 16:01:07,-15.8 °,-115 °
2025-03-06 16:01:27,-15.8 °,-115 °
2025-03-06 16:01:47,-15.8 °,-115 °
2025-03-06 16:02:07,-15.8 °,-115 °
2025-03-06 16:02:27,-15.8 °,-115 °
2025-03-06 16:02:47,-15.8 °,-115 °
2025-03-06 16:03:07,-15.8 °,-115 °
2025-03-06 16:03:27,-15.8 °,-115 °
2025-03-06 16:03:56,-15.8 °,-115 °
2025-03-06 16:04:16,-15.8 °,-115 °
2025-03-06 16:04:37,-15.8 °,-115 °
2025-03-06 16:04:56,-15.8 °,-115 °
2025-03-06 16:05:16,-15.8 °,-115 °
2025-03-06 16:05:37,-15.8 °,-115 °
2025-03-06 16:05:57,-15.8 °,-115 °
2025-03-06 16:36:24,-15.8 °,-115 °
2025-03-06 16:36:44,-15.8 °,-115 °
2025-03-06 16:36:54,-15.8 °,-115 °
2025-03-06 16:37:14,-15.8 °,-115 °
2025-03-06 16:37:34,-15.8 °,-115 °
2025-03-06 16:37:54,-15.8 °,-115 °
2025-03-06 16:39:22,-15.8 °,-115 °
2025-03-06 16:39:42,-15.8 °,-115 °
2025-03-06 16:40:02,-15.7 °,-114 °
2025-03-06 16:40:22,-15.7 °,-114 °
2025-03-06 16:40:42,-15.6 °,-113 °
2025-03-06 16:42:04,-15.2 °,-111 °
2025-03-06 16:42:24,-15.1 °,-111 °
2025-03-06 16:42:44,-15.0 °,-110 °
2025-03-06 16:43:04,-14.9 °,-109 °
2025-03-06 16:43:24,-14.8 °,-109 °
2025-03-06 16:43:44,-14.7 °,-108 °
2025-03-06 16:44:04,-14.6 °,-108 °
2025-03-06 16:44:32,-14.4 °,-107 °
2025-03-06 16:44:52,-14.3 °,-106 °
2025-03-06 16:45:12,-14.2 °,-106 °
2025-03-06 16:45:32,-14.1 °,-105 °
2025-03-06 16:45:52,-13.9 °,-104 °
2025-03-06 16:46:14,-13.8 °,-104 °
2025-03-06 16:46:34,-13.7 °,-103 °
2025-03-06 16:46:54,-13.6 °,-103 °
2025-03-06 16:47:14,-13.5 °,-102 °
2025-03-06 16:47:34,-13.3 °,-102 °
2025-03-06 16:47:54,-13.2 °,-101 °
2025-03-06 16:48:14,-13.1 °,-100 °
2025-03-06 16:48:34,-12.9 °,-99.8 °
2025-03-06 16:48:54,-12.8 °,-99.2 °
2025-03-06 16:49:14,-12.7 °,-98.6 °
2025-03-06 16:49:34,-12.5 °,-98.0 °
2025-03-06 16:49:54,-12.4 °,-97.4 °
2025-03-06 16:50:14,-9.92 °,-98.0 °
2025-03-06 16:50:34,-9.91 °,-98.0 °
2025-03-06 16:50:54,-13.4 °,-97.1 °
2025-03-06 16:51:14,-18.7 °,-95.3 °
2025-03-06 16:51:32,-23.7 °,-92.8 °
2025-03-06 16:51:52,-27.1 °,-90.6 °
2025-03-06 16:52:12,-27.4 °,-91.0 °
2025-03-06 16:52:32,-27.7 °,-91.6 °
2025-03-06 16:53:14,-28.3 °,-92.7 °
2025-03-06 16:53:34,-28.6 °,-93.3 °
2025-03-06 16:53:54,-28.8 °,-93.6 °
2025-03-06 16:54:14,-28.8 °,-93.7 °
2025-03-06 16:54:34,-28.8 °,-93.7 °
2025-03-06 16:54:54,-28.8 °,-93.6 °
2025-03-06 16:55:14,-28.8 °,-93.6 °
2025-03-06 16:55:34,-28.8 °,-93.6 °
2025-03-06 16:55:54,-28.8 °,-93.6 °
2025-03-06 16:56:14,-28.8 °,-93.6 °
2025-03-06 16:56:34,-28.8 °,-93.6 °
2025-03-06 16:56:54,-28.8 °,-93.6 °
2025-03-06 16:57:14,-28.8 °,-93.6 °
2025-03-06 16:57:34,-28.8 °,-93.6 °
2025-03-06 16:57:54,-28.8 °,-93.6 °
2025-03-06 16:58:14,-28.8 °,-93.6 °
2025-03-06 16:58:34,-28.8 °,-93.6 °
2025-03-06 16:58:54,-28.8 °,-93.6 °
2025-03-06 16:59:14,-28.8 °,-93.6 °
2025-03-06 16:59:34,-28.8 °,-93.6 °
2025-03-06 16:59:54,-28.8 °,-93.6 °
2025-03-06 17:00:14,-28.8 °,-93.6 °
2025-03-06 17:00:34,-28.8 °,-93.6 °
2025-03-06 17:00:54,-28.8 °,-93.6 °
2025-03-06 17:01:14,-28.8 °,-93.6 °
2025-03-06 17:01:34,-28.8 °,-93.6 °
2025-03-06 17:01:54,-28.8 °,-93.6 °
2025-03-06 17:02:14,-28.8 °,-93.6 °
2025-03-06 17:02:34,-28.8 °,-93.6 °
2025-03-06 17:02:54,-28.8 °,-93.6 °
2025-03-06 17:03:14,-28.8 °,-93.6 °
2025-03-06 17:03:34,-28.8 °,-93.6 °
2025-03-06 17:03:54,-28.8 °,-93.6 °
2025-03-06 17:04:14,-28.8 °,-93.6 °
2025-03-06 17:04:34,-28.8 °,-93.5 °
2025-03-06 17:04:54,-28.8 °,-93.5 °
2025-03-06 17:05:14,-28.8 °,-93.5 °
2025-03-06 17:05:34,-28.8 °,-93.5 °
2025-03-06 17:05:54,-28.8 °,-93.5 °
2025-03-06 17:06:14,-28.8 °,-93.5 °
2025-03-06 17:06:34,-28.8 °,-93.5 °
2025-03-06 17:06:54,-28.8 °,-93.5 °
2025-03-06 17:07:14,-28.8 °,-93.5 °
2025-03-06 17:07:42,-28.8 °,-93.5 °
2025-03-06 17:08:22,-28.8 °,-93.5 °
2025-03-06 17:08:42,-28.8 °,-93.5 °
2025-03-06 17:09:02,-28.8 °,-93.5 °
2025-03-06 17:09:22,-28.8 °,-93.5 °
2025-03-06 17:09:42,-28.8 °,-93.5 °
2025-03-06 17:10:04,-28.8 °,-93.5 °
2025-03-06 17:10:44,-28.8 °,-93.5 °
2025-03-06 17:11:04,-28.8 °,-93.5 °
2025-03-06 17:11:24,-28.8 °,-93.5 °
2025-03-06 17:11:44,-28.8 °,-93.5 °
2025-03-06 17:12:04,-28.8 °,-93.5 °
2025-03-06 17:12:24,-28.8 °,-93.5 °
2025-03-06 17:12:44,-28.8 °,-93.5 °
2025-03-06 17:13:04,-28.8 °,-93.5 °
2025-03-06 17:13:24,-28.8 °,-93.5 °
2025-03-06 17:13:44,-28.8 °,-93.4 °
2025-03-06 17:14:04,-28.8 °,-93.4 °
2025-03-06 17:14:24,-28.8 °,-93.4 °
2025-03-06 17:14:44,-28.8 °,-93.4 °
2025-03-06 17:15:04,-28.8 °,-93.4 °
2025-03-06 17:15:24,-28.8 °,-93.4 °
2025-03-06 17:15:44,-28.8 °,-93.4 °
2025-03-06 17:16:04,-28.8 °,-93.4 °
2025-03-06 17:16:24,-28.8 °,-93.4 °
2025-03-06 17:16:44,-28.8 °,-93.4 °
2025-03-06 17:17:04,-28.8 °,-93.4 °
2025-03-06 17:17:24,-28.8 °,-93.4 °
2025-03-06 17:17:44,-28.8 °,-93.4 °
2025-03-06 17:18:04,-28.8 °,-93.4 °
2025-03-06 17:18:24,-28.8 °,-93.4 °
2025-03-06 17:18:44,-28.8 °,-93.4 °
2025-03-06 17:19:04,-28.8 °,-93.4 °
2025-03-06 17:19:24,-28.8 °,-93.4 °
2025-03-06 17:19:54,-28.8 °,-93.4 °
2025-03-06 17:20:14,-28.8 °,-93.4 °
2025-03-06 17:20:34,-28.8 °,-93.4 °
2025-03-06 17:20:54,-28.8 °,-93.4 °
2025-03-06 17:21:14,-28.8 °,-93.4 °
2025-03-06 17:21:34,-28.8 °,-93.4 °
2025-03-06 17:21:54,-28.8 °,-93.4 °
2025-03-06 17:22:14,-28.8 °,-93.4 °
2025-03-06 17:22:34,-28.8 °,-93.4 °
2025-03-06 17:22:54,-28.8 °,-93.3 °
2025-03-06 17:23:14,-28.8 °,-93.3 °
2025-03-06 17:23:34,-28.8 °,-93.3 °
2025-03-06 17:23:54,-28.8 °,-93.3 °
2025-03-06 17:24:14,-28.8 °,-93.3 °
2025-03-06 17:24:34,-28.8 °,-93.3 °
2025-03-06 17:24:54,-28.8 °,-93.3 °
2025-03-06 17:25:14,-28.8 °,-93.3 °
2025-03-06 17:25:34,-28.8 °,-93.3 °
2025-03-06 17:25:54,-28.8 °,-93.3 °
2025-03-06 17:26:14,-28.8 °,-93.3 °
2025-03-06 17:26:34,-28.8 °,-93.3 °
2025-03-06 17:26:54,-28.8 °,-93.3 °
2025-03-06 17:27:14,-28.8 °,-93.3 °
2025-03-06 17:27:34,-28.8 °,-93.3 °
2025-03-06 17:27:54,-28.8 °,-93.3 °
2025-03-06 17:28:14,-28.8 °,-93.3 °
2025-03-06 17:28:34,-28.8 °,-93.3 °
2025-03-06 17:28:54,-28.8 °,-93.3 °
2025-03-06 17:29:14,-28.8 °,-93.3 °
2025-03-06 17:29:34,-28.8 °,-93.3 °
2025-03-06 17:29:54,-28.8 °,-93.3 °
2025-03-06 17:30:14,-28.8 °,-93.3 °
2025-03-06 17:30:34,-28.8 °,-93.3 °
2025-03-06 17:30:54,-28.8 °,-93.3 °
2025-03-06 17:31:14,-28.8 °,-93.3 °
2025-03-06 17:31:34,-28.8 °,-93.3 °
2025-03-06 17:31:54,-28.8 °,-93.3 °
2025-03-06 17:33:02,-28.8 °,-93.2 °
2025-03-06 17:33:22,-28.8 °,-93.2 °
2025-03-06 17:33:42,-28.8 °,-93.2 °
2025-03-06 17:34:02,-28.8 °,-93.2 °
2025-03-06 17:34:24,-28.8 °,-93.2 °
2025-03-06 17:35:04,-28.8 °,-93.2 °
2025-03-06 17:35:24,-28.8 °,-93.2 °
2025-03-06 17:35:44,-28.8 °,-93.2 °
2025-03-06 17:36:04,-28.8 °,-93.2 °
2025-03-06 17:36:24,-28.8 °,-93.2 °
2025-03-06 17:36:44,-28.8 °,-93.2 °
2025-03-06 17:37:04,-28.8 °,-93.2 °
2025-03-06 17:37:24,-28.8 °,-93.2 °
2025-03-06 17:37:44,-28.8 °,-93.2 °
2025-03-06 17:38:04,-28.8 °,-93.2 °
2025-03-06 17:38:24,-28.8 °,-93.2 °
2025-03-06 17:38:44,-28.8 °,-93.2 °
2025-03-06 17:39:04,-28.8 °,-93.2 °
2025-03-06 17:39:24,-28.8 °,-93.2 °
2025-03-06 17:39:44,-28.8 °,-93.2 °
2025-03-06 17:40:04,-28.8 °,-93.2 °
2025-03-06 17:40:24,-28.8 °,-93.2 °
2025-03-06 17:40:44,-28.8 °,-93.2 °
2025-03-06 17:41:04,-28.8 °,-93.2 °
2025-03-06 17:41:24,-28.8 °,-93.1 °
2025-03-06 17:41:44,-28.8 °,-93.1 °
2025-03-06 17:42:04,-28.8 °,-93.1 °
2025-03-06 17:42:24,-28.8 °,-93.1 °
2025-03-06 17:42:44,-28.8 °,-93.1 °
2025-03-06 17:43:52,-28.8 °,-93.1 °
2025-03-06 17:44:12,-28.8 °,-93.1 °
2025-03-06 17:44:32,-28.8 °,-93.1 °
2025-03-06 17:44:52,-28.8 °,-93.1 °
2025-03-06 17:45:34,-28.8 °,-93.1 °
2025-03-06 17:46:14,-28.8 °,-93.1 °
2025-03-06 17:46:34,-28.8 °,-93.1 °
