sep=,
2025-03-04 12:01:04,-23.6 °,-128 °
2025-03-04 12:01:24,-23.6 °,-128 °
2025-03-04 12:01:44,-23.6 °,-128 °
2025-03-04 12:02:04,-23.6 °,-128 °
2025-03-04 12:02:28,-23.6 °,-128 °
2025-03-04 12:02:48,-23.6 °,-128 °
2025-03-04 12:03:09,-23.6 °,-128 °
2025-03-04 12:03:29,-23.6 °,-128 °
2025-03-04 12:03:47,-23.6 °,-128 °
2025-03-04 12:04:09,-23.6 °,-128 °
2025-03-04 12:04:29,-23.6 °,-128 °
2025-03-04 12:04:47,-23.6 °,-128 °
2025-03-04 12:05:09,-23.6 °,-128 °
2025-03-04 12:05:32,-23.6 °,-128 °
2025-03-04 12:05:47,-23.6 °,-128 °
2025-03-04 12:06:12,-23.6 °,-128 °
2025-03-04 12:06:32,-23.6 °,-128 °
2025-03-04 12:06:49,-23.6 °,-128 °
2025-03-04 12:07:12,-23.6 °,-128 °
2025-03-04 12:07:32,-23.6 °,-128 °
2025-03-04 12:07:52,-23.6 °,-128 °
2025-03-04 12:08:12,-23.6 °,-128 °
2025-03-04 12:08:34,-23.6 °,-128 °
2025-03-04 12:08:54,-23.6 °,-128 °
2025-03-04 12:09:14,-23.6 °,-128 °
2025-03-04 12:09:34,-23.6 °,-128 °
2025-03-04 12:09:54,-23.6 °,-128 °
2025-03-04 12:10:14,-23.6 °,-128 °
2025-03-04 12:10:34,-23.6 °,-128 °
2025-03-04 12:10:54,-23.6 °,-128 °
2025-03-04 12:11:14,-23.6 °,-128 °
2025-03-04 12:11:34,-23.6 °,-128 °
2025-03-04 12:11:54,-23.6 °,-128 °
2025-03-04 12:12:14,-23.6 °,-128 °
2025-03-04 12:12:34,-23.6 °,-128 °
2025-03-04 12:12:54,-23.6 °,-128 °
2025-03-04 12:13:14,-23.6 °,-128 °
2025-03-04 12:13:34,-23.6 °,-128 °
2025-03-04 12:13:54,-23.6 °,-128 °
2025-03-04 12:14:14,-23.6 °,-128 °
2025-03-04 12:14:34,-23.6 °,-128 °
2025-03-04 12:14:54,-23.6 °,-128 °
2025-03-04 12:15:14,-23.6 °,-128 °
2025-03-04 12:15:37,-23.6 °,-128 °
2025-03-04 12:15:57,-23.6 °,-128 °
2025-03-04 12:16:14,-23.6 °,-128 °
2025-03-04 12:16:39,-23.6 °,-128 °
2025-03-04 12:16:59,-23.6 °,-128 °
2025-03-04 12:17:17,-23.6 °,-128 °
2025-03-04 12:17:39,-23.6 °,-128 °
2025-03-04 12:17:59,-23.6 °,-128 °
2025-03-04 12:18:19,-23.6 °,-128 °
2025-03-04 12:18:39,-23.6 °,-128 °
2025-03-04 12:18:59,-23.6 °,-128 °
2025-03-04 12:19:22,-23.6 °,-128 °
2025-03-04 12:24:02,-23.6 °,-128 °
2025-03-04 12:24:22,-23.6 °,-128 °
2025-03-04 12:24:42,-23.6 °,-128 °
2025-03-04 12:25:04,-23.6 °,-128 °
2025-03-04 12:46:31,-23.7 °,-127 °
2025-03-04 12:48:11,-23.7 °,-127 °
2025-03-04 12:49:11,-23.7 °,-127 °
2025-03-04 12:49:31,-23.7 °,-127 °
2025-03-04 12:49:51,-23.7 °,-127 °
2025-03-04 12:50:12,-23.7 °,-127 °
2025-03-04 12:50:32,-23.7 °,-127 °
2025-03-04 12:50:52,-23.7 °,-127 °
2025-03-04 12:51:12,-23.7 °,-127 °
2025-03-04 12:51:32,-23.7 °,-127 °
2025-03-04 12:51:52,-23.7 °,-127 °
2025-03-04 12:52:12,-23.7 °,-127 °
2025-03-04 12:52:32,-23.7 °,-127 °
2025-03-04 12:52:54,-23.7 °,-127 °
2025-03-04 12:53:12,-23.7 °,-127 °
2025-03-04 12:53:34,-23.7 °,-127 °
2025-03-04 12:53:54,-23.7 °,-127 °
2025-03-04 12:54:14,-23.7 °,-127 °
2025-03-04 12:54:34,-23.7 °,-127 °
2025-03-04 12:54:54,-23.7 °,-127 °
2025-03-04 12:55:14,-23.7 °,-127 °
2025-03-04 12:55:34,-23.7 °,-127 °
2025-03-04 12:55:56,-23.7 °,-127 °
2025-03-04 12:56:14,-23.7 °,-127 °
2025-03-04 12:56:34,-23.7 °,-127 °
2025-03-04 12:56:54,-23.7 °,-127 °
2025-03-04 12:57:14,-23.7 °,-127 °
2025-03-04 12:57:34,-23.7 °,-127 °
2025-03-04 12:57:54,-23.7 °,-127 °
2025-03-04 12:58:14,-23.8 °,-127 °
2025-03-04 12:58:34,-23.8 °,-127 °
2025-03-04 12:58:57,-23.8 °,-127 °
2025-03-04 12:59:14,-23.8 °,-127 °
2025-03-04 12:59:37,-23.8 °,-127 °
2025-03-04 12:59:59,-23.8 °,-127 °
2025-03-04 13:00:17,-23.8 °,-127 °
2025-03-04 13:00:39,-23.8 °,-127 °
2025-03-04 13:00:59,-23.8 °,-127 °
2025-03-04 13:01:19,-23.8 °,-127 °
2025-03-04 13:01:39,-23.8 °,-127 °
2025-03-04 13:02:02,-23.8 °,-127 °
2025-03-04 13:02:19,-23.8 °,-127 °
2025-03-04 13:39:30,-23.9 °,-127 °
2025-03-04 13:39:50,-23.9 °,-127 °
2025-03-04 13:40:10,-23.9 °,-127 °
2025-03-04 13:40:30,-23.9 °,-127 °
2025-03-04 13:40:50,-23.9 °,-127 °
2025-03-04 13:41:12,-23.9 °,-127 °
2025-03-04 13:41:32,-23.9 °,-127 °
2025-03-04 13:41:52,-23.9 °,-127 °
2025-03-04 13:42:05,-23.9 °,-127 °
2025-03-04 13:42:30,-23.9 °,-127 °
2025-03-04 13:42:52,-23.9 °,-127 °
2025-03-04 13:43:12,-23.9 °,-127 °
2025-03-04 13:43:32,-23.9 °,-127 °
2025-03-04 14:04:21,-23.9 °,-127 °
2025-03-04 14:04:41,-23.9 °,-127 °
2025-03-04 14:05:21,-23.9 °,-127 °
2025-03-04 14:05:41,-23.9 °,-127 °
2025-03-04 14:06:01,-23.9 °,-127 °
2025-03-04 14:06:22,-23.9 °,-127 °
2025-03-04 14:06:42,-23.9 °,-127 °
2025-03-04 14:07:02,-23.9 °,-127 °
2025-03-04 14:07:22,-23.9 °,-127 °
2025-03-04 14:07:42,-23.9 °,-127 °
2025-03-04 14:08:02,-23.9 °,-127 °
2025-03-04 14:08:22,-23.9 °,-127 °
2025-03-04 14:08:42,-23.9 °,-127 °
2025-03-04 14:09:02,-23.9 °,-127 °
2025-03-04 14:09:22,-23.9 °,-127 °
2025-03-04 14:09:45,-23.9 °,-127 °
2025-03-04 14:10:05,-23.9 °,-127 °
2025-03-04 14:10:25,-23.9 °,-127 °
2025-03-04 14:10:45,-23.9 °,-127 °
2025-03-04 14:11:05,-23.9 °,-127 °
2025-03-04 14:11:25,-23.9 °,-127 °
2025-03-04 14:11:45,-23.9 °,-127 °
2025-03-04 14:12:05,-23.9 °,-127 °
2025-03-04 14:12:25,-24.0 °,-127 °
2025-03-04 14:12:45,-24.0 °,-127 °
2025-03-04 14:13:05,-24.0 °,-127 °
2025-03-04 14:13:25,-24.0 °,-127 °
2025-03-04 14:13:45,-24.0 °,-127 °
2025-03-04 14:14:05,-24.0 °,-127 °
2025-03-04 14:14:25,-24.0 °,-127 °
2025-03-04 14:14:47,-24.0 °,-127 °
2025-03-04 14:15:05,-24.0 °,-127 °
2025-03-04 14:15:25,-24.0 °,-127 °
2025-03-04 14:15:47,-24.0 °,-127 °
2025-03-04 14:16:10,-24.0 °,-127 °
2025-03-04 14:16:27,-24.0 °,-127 °
2025-03-04 14:16:50,-24.0 °,-127 °
2025-03-04 14:17:10,-24.0 °,-127 °
2025-03-04 14:17:27,-24.0 °,-127 °
2025-03-04 14:17:50,-24.0 °,-127 °
2025-03-04 14:18:10,-24.0 °,-126 °
2025-03-04 14:18:30,-24.0 °,-126 °
2025-03-04 14:18:52,-24.0 °,-126 °
2025-03-04 14:19:12,-24.0 °,-126 °
2025-03-04 14:19:32,-24.0 °,-126 °
2025-03-04 14:19:52,-24.0 °,-126 °
2025-03-04 14:20:12,-24.0 °,-126 °
2025-03-04 14:20:32,-24.0 °,-126 °
2025-03-04 14:20:52,-24.0 °,-126 °
2025-03-04 14:21:15,-24.0 °,-126 °
2025-03-04 14:21:32,-24.0 °,-126 °
2025-03-04 14:21:55,-24.0 °,-126 °
2025-03-04 14:22:15,-24.0 °,-126 °
2025-03-04 14:22:35,-24.0 °,-126 °
2025-03-04 14:22:55,-24.0 °,-126 °
2025-03-04 14:23:15,-24.0 °,-126 °
2025-03-04 14:23:35,-24.0 °,-126 °
2025-03-04 14:23:55,-24.0 °,-126 °
2025-03-04 14:24:15,-24.0 °,-126 °
2025-03-04 14:24:35,-24.0 °,-126 °
2025-03-04 14:24:55,-24.0 °,-126 °
2025-03-04 14:25:15,-24.0 °,-126 °
2025-03-04 14:25:35,-24.0 °,-126 °
2025-03-04 14:25:55,-24.0 °,-126 °
2025-03-04 14:26:15,-24.0 °,-126 °
2025-03-04 14:26:35,-24.0 °,-126 °
2025-03-04 14:26:55,-24.0 °,-126 °
2025-03-04 14:27:17,-24.0 °,-126 °
2025-03-04 14:27:37,-24.0 °,-126 °
2025-03-04 14:27:57,-24.0 °,-126 °
2025-03-04 14:28:17,-24.0 °,-126 °
2025-03-04 14:28:35,-24.0 °,-126 °
2025-03-04 14:28:52,-24.0 °,-126 °
2025-03-04 14:29:15,-24.0 °,-126 °
2025-03-04 14:44:47,-24.0 °,-126 °
2025-03-04 14:45:27,-24.0 °,-126 °
2025-03-04 14:45:47,-24.0 °,-126 °
2025-03-04 14:53:49,-24.1 °,-126 °
2025-03-04 14:54:49,-24.1 °,-126 °
2025-03-04 14:55:10,-24.1 °,-126 °
2025-03-04 14:55:29,-24.1 °,-126 °
2025-03-04 14:55:50,-24.1 °,-126 °
2025-03-04 14:56:10,-24.1 °,-126 °
2025-03-04 14:56:30,-24.1 °,-126 °
2025-03-04 14:56:50,-24.1 °,-126 °
2025-03-04 14:57:10,-24.1 °,-126 °
2025-03-04 14:57:32,-24.1 °,-126 °
2025-03-04 14:57:52,-24.1 °,-126 °
2025-03-04 14:58:12,-24.1 °,-126 °
2025-03-04 14:58:32,-24.1 °,-126 °
2025-03-04 14:58:52,-24.1 °,-126 °
2025-03-04 14:59:12,-24.1 °,-126 °
2025-03-04 14:59:32,-24.1 °,-126 °
2025-03-04 14:59:52,-24.1 °,-126 °
2025-03-04 15:00:15,-24.1 °,-126 °
2025-03-04 15:00:35,-24.1 °,-126 °
2025-03-04 15:00:52,-24.1 °,-126 °
2025-03-04 15:01:15,-24.1 °,-126 °
2025-03-04 15:01:35,-24.1 °,-126 °
2025-03-04 15:01:55,-24.1 °,-126 °
2025-03-04 15:02:15,-24.1 °,-126 °
2025-03-04 15:02:35,-24.1 °,-126 °
2025-03-04 15:02:55,-24.1 °,-126 °
2025-03-04 15:03:15,-24.1 °,-126 °
2025-03-04 15:03:35,-24.1 °,-126 °
2025-03-04 15:03:55,-24.1 °,-126 °
2025-03-04 15:04:15,-24.1 °,-126 °
2025-03-04 15:04:35,-24.1 °,-126 °
2025-03-04 15:04:55,-24.1 °,-126 °
2025-03-04 15:05:15,-24.1 °,-126 °
2025-03-04 15:05:35,-24.1 °,-126 °
2025-03-04 15:05:55,-24.1 °,-126 °
2025-03-04 15:06:17,-24.1 °,-126 °
2025-03-04 15:06:37,-24.1 °,-126 °
2025-03-04 15:06:55,-24.1 °,-126 °
2025-03-04 15:07:20,-24.1 °,-126 °
2025-03-04 15:07:40,-24.1 °,-126 °
2025-03-04 15:07:57,-24.1 °,-126 °
2025-03-04 15:08:20,-24.1 °,-126 °
2025-03-04 15:08:40,-24.1 °,-126 °
2025-03-04 15:08:57,-24.1 °,-126 °
2025-03-04 15:09:20,-24.1 °,-126 °
2025-03-04 15:09:42,-24.1 °,-126 °
2025-03-04 15:10:00,-24.1 °,-126 °
2025-03-04 15:10:22,-24.1 °,-126 °
2025-03-04 15:10:42,-24.1 °,-126 °
2025-03-04 15:11:02,-24.1 °,-126 °
2025-03-04 15:11:22,-24.1 °,-126 °
2025-03-04 15:11:42,-24.1 °,-126 °
2025-03-04 15:12:02,-24.1 °,-126 °
2025-03-04 15:12:22,-24.1 °,-126 °
2025-03-04 15:12:42,-24.1 °,-126 °
2025-03-04 15:13:02,-24.1 °,-126 °
2025-03-04 15:13:25,-24.1 °,-126 °
2025-03-04 15:13:45,-24.1 °,-126 °
2025-03-04 15:14:05,-24.1 °,-126 °
2025-03-04 15:14:25,-24.1 °,-126 °
2025-03-04 15:14:45,-24.1 °,-126 °
2025-03-04 15:15:05,-24.1 °,-126 °
2025-03-04 15:15:25,-24.1 °,-126 °
2025-03-04 15:15:45,-24.1 °,-126 °
2025-03-04 15:16:05,-24.1 °,-126 °
2025-03-04 15:16:25,-24.1 °,-126 °
2025-03-04 15:16:45,-24.1 °,-126 °
2025-03-04 15:17:05,-24.1 °,-126 °
2025-03-04 15:17:25,-24.1 °,-126 °
2025-03-04 15:17:45,-24.1 °,-126 °
2025-03-04 15:33:33,-24.2 °,-126 °
2025-03-04 15:33:53,-24.2 °,-126 °
2025-03-04 15:34:15,-24.2 °,-126 °
2025-03-04 15:34:35,-24.2 °,-126 °
2025-03-04 15:46:40,-24.2 °,-126 °
2025-03-04 15:47:00,-24.2 °,-126 °
2025-03-04 15:47:20,-24.2 °,-126 °
2025-03-04 15:47:40,-24.2 °,-126 °
2025-03-04 15:48:00,-24.2 °,-126 °
2025-03-04 15:48:20,-24.2 °,-126 °
2025-03-04 15:48:40,-24.2 °,-126 °
2025-03-04 15:49:00,-24.2 °,-126 °
2025-03-04 15:49:20,-24.2 °,-126 °
2025-03-04 15:49:40,-24.2 °,-126 °
2025-03-04 15:50:00,-24.2 °,-126 °
2025-03-04 15:50:20,-24.2 °,-126 °
2025-03-04 15:50:43,-24.2 °,-126 °
2025-03-04 15:51:03,-24.2 °,-126 °
2025-03-04 15:51:23,-24.3 °,-126 °
2025-03-04 15:51:43,-24.3 °,-126 °
2025-03-04 15:52:03,-24.3 °,-126 °
2025-03-04 15:52:23,-24.3 °,-126 °
2025-03-04 15:52:43,-24.3 °,-126 °
2025-03-04 15:53:03,-24.3 °,-126 °
2025-03-04 15:53:23,-24.3 °,-125 °
2025-03-04 15:53:45,-24.3 °,-125 °
2025-03-04 15:54:05,-24.3 °,-125 °
2025-03-04 15:54:25,-24.3 °,-125 °
2025-03-04 15:54:45,-24.3 °,-125 °
2025-03-04 15:55:05,-24.3 °,-125 °
2025-03-04 15:55:26,-24.3 °,-125 °
2025-03-04 15:55:45,-24.3 °,-125 °
2025-03-04 15:56:05,-24.3 °,-125 °
2025-03-04 15:56:25,-24.3 °,-125 °
2025-03-04 15:56:45,-24.3 °,-125 °
2025-03-04 15:57:05,-24.3 °,-125 °
2025-03-04 15:57:28,-24.3 °,-125 °
2025-03-04 15:57:48,-24.3 °,-125 °
2025-03-04 15:58:08,-24.3 °,-125 °
2025-03-04 15:58:28,-24.3 °,-125 °
2025-03-04 15:58:48,-24.3 °,-125 °
2025-03-04 15:59:08,-24.3 °,-125 °
2025-03-04 15:59:28,-24.3 °,-125 °
2025-03-04 15:59:50,-24.3 °,-125 °
2025-03-04 16:00:10,-24.3 °,-125 °
2025-03-04 16:00:30,-24.3 °,-125 °
2025-03-04 16:00:50,-24.3 °,-125 °
2025-03-04 16:01:10,-24.3 °,-125 °
2025-03-04 16:01:30,-24.3 °,-125 °
2025-03-04 16:01:50,-24.3 °,-125 °
2025-03-04 16:02:10,-24.3 °,-125 °
2025-03-04 16:02:30,-24.3 °,-125 °
2025-03-04 16:02:53,-24.3 °,-125 °
2025-03-04 16:03:13,-24.3 °,-125 °
2025-03-04 16:03:33,-24.3 °,-125 °
2025-03-04 16:03:53,-24.3 °,-125 °
2025-03-04 16:04:13,-24.3 °,-125 °
2025-03-04 16:04:33,-24.3 °,-125 °
2025-03-04 16:04:53,-24.3 °,-125 °
2025-03-04 16:05:13,-24.3 °,-125 °
2025-03-04 16:05:35,-24.3 °,-125 °
2025-03-04 16:05:53,-24.3 °,-125 °
2025-03-04 16:06:15,-24.3 °,-125 °
2025-03-04 16:06:35,-24.3 °,-125 °
2025-03-04 16:06:55,-24.3 °,-125 °
2025-03-04 16:07:15,-24.3 °,-125 °
2025-03-04 16:07:35,-24.3 °,-125 °
2025-03-04 16:07:55,-24.3 °,-125 °
2025-03-04 16:08:15,-24.3 °,-125 °
2025-03-04 16:08:35,-24.3 °,-125 °
2025-03-04 16:08:55,-24.3 °,-125 °
2025-03-04 16:09:15,-24.3 °,-125 °
2025-03-04 16:09:35,-24.3 °,-125 °
2025-03-04 16:09:58,-24.3 °,-125 °
2025-03-04 16:10:18,-24.3 °,-125 °
2025-03-04 16:10:38,-24.3 °,-125 °
2025-03-04 16:10:58,-24.3 °,-125 °
2025-03-04 16:11:18,-24.3 °,-125 °
2025-03-04 16:11:38,-24.3 °,-125 °
2025-03-04 16:11:58,-24.3 °,-125 °
2025-03-04 16:12:20,-24.3 °,-125 °
2025-03-04 16:12:40,-24.3 °,-125 °
2025-03-04 16:13:00,-24.3 °,-125 °
2025-03-04 16:13:20,-24.3 °,-125 °
2025-03-04 16:13:40,-24.3 °,-125 °
2025-03-04 16:14:00,-24.3 °,-125 °
2025-03-04 16:27:26,-24.3 °,-125 °
2025-03-04 16:27:46,-24.3 °,-125 °
2025-03-04 16:28:06,-24.3 °,-125 °
2025-03-04 16:37:47,-24.4 °,-125 °
2025-03-04 16:38:08,-24.4 °,-125 °
2025-03-04 16:38:28,-24.4 °,-125 °
2025-03-04 16:38:48,-24.4 °,-125 °
2025-03-04 16:39:08,-24.4 °,-125 °
2025-03-04 16:39:28,-24.4 °,-125 °
2025-03-04 16:39:48,-24.4 °,-125 °
2025-03-04 16:40:08,-24.4 °,-125 °
2025-03-04 16:40:28,-24.4 °,-125 °
2025-03-04 16:40:48,-24.4 °,-125 °
2025-03-04 16:41:10,-24.4 °,-125 °
2025-03-04 16:41:30,-24.4 °,-125 °
2025-03-04 16:41:50,-24.4 °,-125 °
2025-03-04 16:42:10,-24.4 °,-125 °
2025-03-04 16:42:30,-24.4 °,-125 °
2025-03-04 16:42:50,-24.4 °,-125 °
2025-03-04 16:43:10,-24.4 °,-125 °
2025-03-04 16:43:30,-24.4 °,-125 °
2025-03-04 16:43:50,-24.4 °,-125 °
2025-03-04 16:44:10,-24.4 °,-125 °
2025-03-04 16:44:33,-24.4 °,-125 °
2025-03-04 16:44:53,-24.4 °,-125 °
2025-03-04 16:45:13,-24.4 °,-125 °
2025-03-04 16:45:33,-24.4 °,-125 °
2025-03-04 16:45:53,-24.4 °,-125 °
2025-03-04 16:46:13,-24.4 °,-125 °
2025-03-04 16:46:33,-24.4 °,-125 °
2025-03-04 16:46:53,-24.4 °,-125 °
2025-03-04 16:47:15,-24.4 °,-125 °
2025-03-04 16:47:35,-24.4 °,-125 °
2025-03-04 16:47:55,-24.4 °,-125 °
2025-03-04 16:48:15,-24.4 °,-125 °
2025-03-04 16:48:35,-24.4 °,-125 °
2025-03-04 16:48:55,-24.4 °,-125 °
2025-03-04 16:49:15,-24.4 °,-125 °
2025-03-04 16:49:35,-24.4 °,-125 °
2025-03-04 16:49:55,-24.4 °,-125 °
2025-03-04 16:50:15,-24.4 °,-125 °
2025-03-04 16:50:35,-24.4 °,-125 °
2025-03-04 16:50:55,-24.4 °,-125 °
2025-03-04 16:51:18,-24.4 °,-125 °
2025-03-04 16:51:38,-24.4 °,-125 °
2025-03-04 16:51:58,-24.4 °,-125 °
2025-03-04 16:52:18,-24.4 °,-125 °
2025-03-04 16:52:38,-24.4 °,-125 °
2025-03-04 16:52:58,-24.4 °,-125 °
2025-03-04 16:53:20,-24.4 °,-125 °
2025-03-04 16:53:40,-24.4 °,-125 °
2025-03-04 16:54:00,-24.4 °,-125 °
2025-03-04 16:54:20,-24.4 °,-125 °
2025-03-04 16:54:40,-24.4 °,-125 °
2025-03-04 16:55:00,-24.4 °,-125 °
2025-03-04 16:55:20,-24.4 °,-125 °
2025-03-04 16:55:40,-24.4 °,-125 °
2025-03-04 16:56:00,-24.4 °,-125 °
2025-03-04 16:56:20,-24.4 °,-125 °
2025-03-04 16:56:43,-24.4 °,-125 °
2025-03-04 16:57:03,-24.4 °,-125 °
2025-03-04 16:57:23,-24.4 °,-125 °
2025-03-04 16:57:43,-24.4 °,-125 °
2025-03-04 16:58:03,-24.4 °,-125 °
2025-03-04 16:58:23,-24.4 °,-125 °
2025-03-04 16:58:43,-24.4 °,-125 °
2025-03-04 16:59:03,-24.4 °,-125 °
2025-03-04 16:59:23,-24.4 °,-125 °
2025-03-04 16:59:45,-24.4 °,-125 °
2025-03-04 17:00:05,-24.4 °,-125 °
2025-03-04 17:00:25,-24.4 °,-125 °
2025-03-04 17:00:45,-24.4 °,-125 °
2025-03-04 17:01:05,-24.4 °,-125 °
2025-03-04 17:01:25,-24.4 °,-125 °
2025-03-04 17:01:45,-24.4 °,-125 °
2025-03-04 17:14:53,-24.4 °,-125 °
2025-03-04 17:15:13,-24.4 °,-125 °
2025-03-04 17:15:33,-24.5 °,-125 °
2025-03-04 17:15:53,-24.5 °,-125 °
2025-03-04 17:16:13,-24.5 °,-125 °
2025-03-04 17:16:33,-24.5 °,-125 °
2025-03-04 17:16:53,-24.5 °,-125 °
2025-03-04 17:17:13,-24.5 °,-125 °
2025-03-04 17:17:33,-24.5 °,-125 °
2025-03-04 17:17:55,-24.5 °,-125 °
2025-03-04 17:18:15,-24.5 °,-125 °
2025-03-04 17:18:35,-24.5 °,-125 °
2025-03-04 17:18:55,-24.5 °,-125 °
2025-03-04 17:19:15,-24.5 °,-125 °
2025-03-04 17:19:35,-24.5 °,-125 °
2025-03-04 17:19:55,-24.5 °,-125 °
2025-03-04 17:20:15,-24.5 °,-125 °
2025-03-04 17:20:35,-24.5 °,-125 °
2025-03-04 17:20:55,-24.5 °,-125 °
2025-03-04 17:21:15,-24.5 °,-125 °
2025-03-04 17:21:38,-24.5 °,-125 °
2025-03-04 17:21:58,-24.5 °,-125 °
2025-03-04 17:22:18,-24.5 °,-125 °
2025-03-04 17:22:35,-24.5 °,-125 °
2025-03-04 17:22:55,-24.5 °,-125 °
2025-03-04 17:23:15,-24.5 °,-125 °
2025-03-04 17:23:35,-24.5 °,-125 °
2025-03-04 17:23:58,-24.5 °,-125 °
2025-03-04 17:24:18,-24.5 °,-125 °
2025-03-04 17:24:38,-24.5 °,-125 °
2025-03-04 17:24:58,-24.5 °,-125 °
2025-03-04 17:25:18,-24.5 °,-125 °
2025-03-04 17:25:38,-24.5 °,-125 °
2025-03-04 17:26:00,-24.5 °,-125 °
2025-03-04 17:26:20,-24.5 °,-125 °
2025-03-04 17:26:40,-24.5 °,-125 °
2025-03-04 17:27:00,-24.5 °,-125 °
2025-03-04 17:27:20,-24.5 °,-125 °
2025-03-04 17:27:40,-24.5 °,-125 °
2025-03-04 17:28:00,-24.5 °,-125 °
