sep=,
2025-03-04 23:49:09,-25.5 °,-120 °
2025-03-04 23:49:29,-25.5 °,-120 °
2025-03-04 23:49:49,-25.5 °,-120 °
2025-03-04 23:50:09,-25.5 °,-120 °
2025-03-04 23:50:29,-25.5 °,-120 °
2025-03-04 23:50:52,-25.5 °,-120 °
2025-03-04 23:51:12,-25.5 °,-120 °
2025-03-04 23:51:32,-25.5 °,-120 °
2025-03-04 23:51:54,-25.5 °,-120 °
2025-03-04 23:52:14,-25.5 °,-120 °
2025-03-04 23:52:34,-25.5 °,-120 °
2025-03-04 23:52:54,-25.5 °,-120 °
2025-03-04 23:53:14,-25.5 °,-120 °
2025-03-04 23:53:34,-25.5 °,-120 °
2025-03-04 23:53:54,-25.5 °,-120 °
2025-03-04 23:54:14,-25.5 °,-120 °
2025-03-04 23:54:34,-25.5 °,-120 °
2025-03-04 23:54:57,-25.5 °,-120 °
2025-03-04 23:55:17,-25.5 °,-120 °
2025-03-04 23:55:37,-25.5 °,-120 °
2025-03-04 23:55:57,-25.5 °,-120 °
2025-03-04 23:56:17,-25.5 °,-120 °
2025-03-04 23:56:37,-25.5 °,-120 °
2025-03-04 23:56:57,-25.5 °,-120 °
2025-03-04 23:57:17,-25.5 °,-120 °
2025-03-04 23:57:37,-25.5 °,-120 °
2025-03-04 23:57:59,-25.5 °,-120 °
2025-03-04 23:58:19,-25.5 °,-120 °
2025-03-04 23:58:39,-25.5 °,-120 °
2025-03-04 23:58:59,-25.5 °,-120 °
2025-03-04 23:59:19,-25.5 °,-120 °
2025-03-04 23:59:39,-25.5 °,-120 °
2025-03-04 23:59:59,-25.5 °,-120 °
2025-03-05 00:00:19,-25.5 °,-120 °
2025-03-05 00:00:39,-25.5 °,-120 °
2025-03-05 00:00:59,-25.5 °,-120 °
2025-03-05 00:01:19,-25.5 °,-120 °
2025-03-05 00:01:39,-25.5 °,-120 °
2025-03-05 00:01:59,-25.5 °,-120 °
2025-03-05 00:02:19,-25.5 °,-120 °
2025-03-05 00:02:42,-25.5 °,-120 °
2025-03-05 00:03:02,-25.5 °,-120 °
2025-03-05 00:03:22,-25.5 °,-120 °
2025-03-05 00:03:42,-25.5 °,-120 °
2025-03-05 00:04:04,-25.5 °,-120 °
2025-03-05 00:04:24,-25.5 °,-120 °
2025-03-05 00:04:44,-25.5 °,-120 °
2025-03-05 00:05:04,-25.5 °,-120 °
2025-03-05 00:38:36,-25.6 °,-120 °
2025-03-05 00:38:56,-25.6 °,-120 °
2025-03-05 00:39:16,-25.6 °,-120 °
2025-03-05 00:39:36,-25.6 °,-120 °
2025-03-05 00:39:57,-25.6 °,-120 °
2025-03-05 00:40:17,-25.6 °,-120 °
2025-03-05 00:40:37,-25.6 °,-120 °
2025-03-05 00:40:57,-25.6 °,-120 °
2025-03-05 00:41:17,-25.6 °,-120 °
2025-03-05 00:41:37,-25.6 °,-120 °
2025-03-05 00:41:57,-25.6 °,-120 °
2025-03-05 00:42:17,-25.6 °,-120 °
2025-03-05 00:42:37,-25.6 °,-120 °
2025-03-05 00:42:57,-25.6 °,-120 °
2025-03-05 00:43:19,-25.6 °,-120 °
2025-03-05 00:43:39,-25.6 °,-120 °
2025-03-05 00:43:59,-25.6 °,-120 °
2025-03-05 00:44:19,-25.6 °,-120 °
2025-03-05 00:44:39,-25.6 °,-120 °
2025-03-05 00:44:59,-25.6 °,-120 °
2025-03-05 00:45:19,-25.6 °,-120 °
2025-03-05 00:45:39,-25.6 °,-120 °
2025-03-05 00:45:59,-25.6 °,-120 °
2025-03-05 00:46:19,-25.6 °,-120 °
2025-03-05 00:46:39,-25.6 °,-120 °
2025-03-05 00:47:02,-25.6 °,-120 °
2025-03-05 00:47:22,-25.6 °,-120 °
2025-03-05 00:47:42,-25.6 °,-120 °
2025-03-05 00:48:02,-25.6 °,-120 °
2025-03-05 00:48:22,-25.6 °,-120 °
2025-03-05 00:48:42,-25.6 °,-120 °
2025-03-05 00:48:59,-25.6 °,-120 °
2025-03-05 00:49:24,-25.6 °,-120 °
2025-03-05 00:49:44,-25.6 °,-120 °
2025-03-05 00:50:04,-25.6 °,-120 °
2025-03-05 00:50:24,-25.6 °,-120 °
2025-03-05 00:50:44,-25.6 °,-120 °
2025-03-05 00:51:04,-25.6 °,-120 °
2025-03-05 00:51:39,-25.6 °,-120 °
2025-03-05 00:52:04,-25.6 °,-120 °
2025-03-05 00:53:07,-25.6 °,-120 °
2025-03-05 00:53:27,-25.6 °,-120 °
2025-03-05 00:54:07,-25.6 °,-120 °
2025-03-05 00:54:27,-25.6 °,-120 °
2025-03-05 00:55:07,-25.6 °,-120 °
2025-03-05 00:55:27,-25.6 °,-120 °
2025-03-05 00:55:47,-25.6 °,-120 °
2025-03-05 00:56:07,-25.6 °,-120 °
2025-03-05 00:56:27,-25.6 °,-120 °
2025-03-05 00:56:49,-25.6 °,-120 °
2025-03-05 00:57:09,-25.6 °,-120 °
2025-03-05 00:57:49,-25.6 °,-120 °
2025-03-05 00:58:09,-25.6 °,-120 °
2025-03-05 00:59:09,-25.6 °,-120 °
2025-03-05 00:59:29,-25.6 °,-120 °
2025-03-05 00:59:44,-25.6 °,-120 °
2025-03-05 01:00:09,-25.6 °,-120 °
2025-03-05 01:00:29,-25.6 °,-120 °
2025-03-05 01:01:09,-25.6 °,-120 °
2025-03-05 01:02:04,-25.7 °,-120 °
2025-03-05 01:03:24,-25.7 °,-120 °
2025-03-05 01:03:44,-25.7 °,-120 °
2025-03-05 01:04:14,-25.7 °,-120 °
2025-03-05 01:07:55,-25.7 °,-120 °
2025-03-05 01:30:18,-25.7 °,-119 °
2025-03-05 01:30:58,-25.7 °,-119 °
2025-03-05 01:31:19,-25.7 °,-119 °
2025-03-05 01:31:39,-25.7 °,-119 °
2025-03-05 01:31:59,-25.7 °,-119 °
2025-03-05 01:32:19,-25.7 °,-119 °
2025-03-05 01:32:39,-25.7 °,-119 °
2025-03-05 01:33:00,-25.7 °,-119 °
2025-03-05 01:33:20,-25.7 °,-119 °
2025-03-05 01:33:40,-25.7 °,-119 °
2025-03-05 01:34:00,-25.7 °,-119 °
2025-03-05 01:34:20,-25.7 °,-119 °
2025-03-05 01:34:40,-25.7 °,-119 °
2025-03-05 01:35:00,-25.7 °,-119 °
2025-03-05 01:35:20,-25.7 °,-119 °
2025-03-05 01:35:42,-25.7 °,-119 °
2025-03-05 01:36:02,-25.7 °,-119 °
2025-03-05 01:36:22,-25.7 °,-119 °
2025-03-05 01:36:42,-25.7 °,-119 °
2025-03-05 01:37:02,-25.7 °,-119 °
2025-03-05 01:37:22,-25.7 °,-119 °
2025-03-05 01:37:42,-25.7 °,-119 °
2025-03-05 01:38:02,-25.7 °,-119 °
2025-03-05 01:38:22,-25.7 °,-119 °
2025-03-05 01:38:42,-25.7 °,-119 °
2025-03-05 01:39:02,-25.7 °,-119 °
2025-03-05 01:39:22,-25.7 °,-119 °
2025-03-05 01:39:42,-25.8 °,-119 °
2025-03-05 01:40:02,-25.8 °,-119 °
2025-03-05 01:40:25,-25.8 °,-119 °
2025-03-05 01:40:42,-25.8 °,-119 °
2025-03-05 01:41:05,-25.8 °,-119 °
2025-03-05 01:41:27,-25.8 °,-119 °
2025-03-05 01:41:45,-25.8 °,-119 °
2025-03-05 01:42:07,-25.8 °,-119 °
2025-03-05 01:42:27,-25.8 °,-119 °
2025-03-05 01:42:47,-25.8 °,-119 °
2025-03-05 01:43:07,-25.8 °,-119 °
2025-03-05 01:43:27,-25.8 °,-119 °
2025-03-05 01:43:50,-25.8 °,-119 °
2025-03-05 01:44:07,-25.8 °,-119 °
2025-03-05 01:44:30,-25.8 °,-119 °
2025-03-05 01:44:50,-25.8 °,-119 °
2025-03-05 01:45:10,-25.8 °,-119 °
2025-03-05 01:45:30,-25.8 °,-119 °
2025-03-05 02:41:49,-25.9 °,-119 °
2025-03-05 02:42:09,-25.9 °,-119 °
2025-03-05 02:42:29,-25.9 °,-119 °
2025-03-05 02:42:50,-25.9 °,-119 °
2025-03-05 02:43:10,-25.9 °,-119 °
2025-03-05 02:43:29,-25.9 °,-119 °
2025-03-05 02:43:50,-25.9 °,-119 °
2025-03-05 02:44:10,-25.9 °,-119 °
2025-03-05 02:44:30,-25.9 °,-119 °
2025-03-05 02:44:50,-25.9 °,-119 °
2025-03-05 02:45:10,-25.9 °,-119 °
2025-03-05 02:45:30,-25.9 °,-119 °
2025-03-05 02:45:50,-25.9 °,-119 °
2025-03-05 02:46:12,-25.9 °,-119 °
2025-03-05 02:46:32,-25.9 °,-119 °
2025-03-05 02:46:52,-25.9 °,-119 °
2025-03-05 02:47:12,-25.9 °,-119 °
2025-03-05 02:47:32,-25.9 °,-119 °
2025-03-05 02:47:52,-25.9 °,-119 °
2025-03-05 02:48:12,-25.9 °,-119 °
2025-03-05 02:48:32,-25.9 °,-119 °
2025-03-05 02:48:52,-25.9 °,-119 °
2025-03-05 02:49:12,-25.9 °,-119 °
2025-03-05 02:49:32,-25.9 °,-119 °
2025-03-05 02:49:52,-25.9 °,-119 °
2025-03-05 02:50:12,-25.9 °,-119 °
2025-03-05 02:50:32,-25.9 °,-119 °
2025-03-05 02:50:52,-25.9 °,-119 °
2025-03-05 02:51:12,-25.9 °,-119 °
2025-03-05 02:51:35,-25.9 °,-119 °
2025-03-05 02:51:55,-25.9 °,-119 °
2025-03-05 02:52:15,-25.9 °,-119 °
2025-03-05 02:52:37,-25.9 °,-118 °
2025-03-05 02:52:57,-25.9 °,-118 °
2025-03-05 02:53:15,-25.9 °,-118 °
2025-03-05 02:53:37,-25.9 °,-118 °
2025-03-05 02:53:57,-25.9 °,-118 °
2025-03-05 02:54:17,-25.9 °,-118 °
2025-03-05 02:54:37,-25.9 °,-118 °
2025-03-05 02:54:57,-25.9 °,-118 °
2025-03-05 02:55:17,-25.9 °,-118 °
2025-03-05 02:55:40,-25.9 °,-118 °
2025-03-05 02:56:00,-25.9 °,-118 °
2025-03-05 02:56:20,-25.9 °,-118 °
2025-03-05 02:56:40,-25.9 °,-118 °
2025-03-05 02:57:00,-25.9 °,-118 °
2025-03-05 02:57:20,-25.9 °,-118 °
2025-03-05 02:57:40,-25.9 °,-118 °
2025-03-05 02:58:00,-25.9 °,-118 °
2025-03-05 03:57:20,-26.0 °,-118 °
2025-03-05 03:58:01,-26.0 °,-118 °
2025-03-05 03:58:21,-26.0 °,-118 °
2025-03-05 03:58:41,-26.0 °,-118 °
2025-03-05 03:59:01,-26.0 °,-118 °
2025-03-05 03:59:21,-26.0 °,-118 °
2025-03-05 03:59:41,-26.0 °,-118 °
2025-03-05 04:00:01,-26.0 °,-118 °
2025-03-05 04:00:22,-26.0 °,-118 °
2025-03-05 04:00:42,-26.0 °,-118 °
2025-03-05 04:01:02,-26.0 °,-118 °
2025-03-05 04:01:22,-26.0 °,-118 °
2025-03-05 04:01:42,-26.0 °,-118 °
2025-03-05 04:02:02,-26.0 °,-118 °
2025-03-05 04:02:22,-26.0 °,-118 °
2025-03-05 04:02:42,-26.0 °,-118 °
2025-03-05 04:03:02,-26.0 °,-118 °
2025-03-05 04:03:22,-26.0 °,-118 °
2025-03-05 04:03:42,-26.0 °,-118 °
2025-03-05 04:04:02,-26.0 °,-118 °
2025-03-05 04:04:22,-26.0 °,-118 °
2025-03-05 04:04:42,-26.0 °,-118 °
2025-03-05 04:05:02,-26.0 °,-118 °
2025-03-05 04:05:25,-26.0 °,-118 °
2025-03-05 04:05:42,-26.1 °,-118 °
2025-03-05 04:06:05,-26.0 °,-118 °
2025-03-05 04:06:25,-26.0 °,-118 °
2025-03-05 04:06:45,-26.1 °,-118 °
2025-03-05 04:07:05,-26.1 °,-118 °
2025-03-05 04:07:27,-26.1 °,-118 °
2025-03-05 04:07:47,-26.1 °,-118 °
2025-03-05 04:08:05,-26.1 °,-118 °
2025-03-05 04:08:27,-26.1 °,-118 °
2025-03-05 04:08:47,-26.1 °,-118 °
2025-03-05 04:09:07,-26.1 °,-118 °
2025-03-05 04:09:27,-26.1 °,-118 °
2025-03-05 04:09:47,-26.1 °,-118 °
2025-03-05 04:10:10,-26.1 °,-118 °
2025-03-05 04:10:30,-26.1 °,-118 °
2025-03-05 04:10:50,-26.1 °,-118 °
2025-03-05 04:11:10,-26.1 °,-118 °
2025-03-05 04:11:30,-26.1 °,-118 °
2025-03-05 04:11:50,-25.9 °,-117 °
2025-03-05 04:12:10,-25.7 °,-117 °
2025-03-05 04:12:30,-25.5 °,-116 °
2025-03-05 04:12:50,-25.3 °,-115 °
2025-03-05 04:13:12,-25.0 °,-115 °
2025-03-05 04:13:32,-24.8 °,-114 °
2025-03-05 04:13:52,-24.6 °,-114 °
2025-03-05 05:12:52,-15.9 °,-115 °
2025-03-05 05:13:32,-15.9 °,-115 °
2025-03-05 05:13:52,-15.9 °,-115 °
2025-03-05 05:14:12,-15.9 °,-115 °
2025-03-05 05:14:32,-15.9 °,-115 °
2025-03-05 05:14:52,-15.9 °,-115 °
2025-03-05 05:15:12,-15.9 °,-115 °
2025-03-05 05:15:32,-15.9 °,-115 °
2025-03-05 05:15:52,-15.9 °,-115 °
2025-03-05 05:16:12,-15.9 °,-115 °
2025-03-05 05:16:32,-15.9 °,-115 °
2025-03-05 05:16:52,-15.9 °,-115 °
2025-03-05 05:17:12,-15.9 °,-115 °
2025-03-05 05:17:33,-15.9 °,-115 °
2025-03-05 05:17:53,-15.9 °,-115 °
2025-03-05 05:18:13,-15.9 °,-115 °
2025-03-05 05:18:33,-15.9 °,-115 °
2025-03-05 05:18:55,-15.9 °,-115 °
2025-03-05 05:19:15,-15.9 °,-115 °
2025-03-05 05:19:35,-15.9 °,-115 °
2025-03-05 05:19:55,-15.9 °,-115 °
2025-03-05 05:20:15,-15.9 °,-115 °
2025-03-05 05:20:37,-15.9 °,-115 °
2025-03-05 05:20:57,-15.9 °,-115 °
2025-03-05 05:21:17,-15.9 °,-115 °
2025-03-05 05:21:37,-15.9 °,-115 °
2025-03-05 05:21:57,-15.9 °,-115 °
2025-03-05 05:22:17,-15.9 °,-115 °
2025-03-05 05:22:40,-15.9 °,-115 °
2025-03-05 05:22:57,-15.9 °,-115 °
2025-03-05 05:23:17,-15.9 °,-115 °
2025-03-05 05:23:45,-15.9 °,-115 °
2025-03-05 05:24:07,-15.9 °,-115 °
2025-03-05 05:24:25,-15.9 °,-115 °
2025-03-05 05:24:45,-15.9 °,-115 °
2025-03-05 05:24:57,-15.9 °,-115 °
2025-03-05 08:48:39,-26.7 °,-115 °
2025-03-05 08:52:40,-26.7 °,-115 °
2025-03-05 08:56:42,-26.7 °,-115 °
2025-03-05 09:00:43,-26.7 °,-115 °
2025-03-05 09:04:44,-26.7 °,-114 °
2025-03-05 09:16:38,-26.7 °,-114 °
2025-03-05 10:53:48,-26.9 °,-113 °
