sep=,
2024-12-12 21:54:58,-1.03 °,-177 °
2024-12-12 21:55:18,-1.03 °,-177 °
2024-12-12 21:55:38,-1.03 °,-177 °
2024-12-12 21:55:58,-1.03 °,-177 °
2024-12-12 21:56:18,-1.03 °,-177 °
2024-12-12 21:56:38,-1.03 °,-177 °
2024-12-12 21:56:58,-1.04 °,-177 °
2024-12-12 21:57:18,-1.04 °,-177 °
2024-12-12 21:57:41,-1.04 °,-177 °
2024-12-12 21:57:58,-1.04 °,-177 °
2024-12-12 21:58:23,-1.04 °,-177 °
2024-12-12 21:58:45,-1.04 °,-177 °
2024-12-12 21:59:05,-1.04 °,-177 °
2024-12-12 21:59:25,-1.04 °,-177 °
2024-12-12 21:59:45,-1.05 °,-177 °
2024-12-12 22:00:05,-1.05 °,-177 °
2024-12-12 22:00:25,-1.05 °,-177 °
2024-12-12 22:00:48,-1.05 °,-177 °
2024-12-12 22:01:08,-1.05 °,-177 °
2024-12-12 22:01:28,-1.05 °,-177 °
2024-12-12 22:01:48,-1.05 °,-177 °
2024-12-12 22:02:08,-1.05 °,-177 °
2024-12-12 22:02:28,-1.05 °,-177 °
2024-12-12 22:02:48,-1.06 °,-177 °
2024-12-12 22:03:08,-1.06 °,-177 °
2024-12-12 22:03:28,-1.06 °,-177 °
2024-12-12 22:03:48,-1.06 °,-177 °
2024-12-12 22:04:11,-1.06 °,-177 °
2024-12-12 22:04:28,-1.06 °,-177 °
2024-12-12 22:04:51,-1.06 °,-177 °
2024-12-12 22:05:11,-1.06 °,-177 °
2024-12-12 22:05:32,-1.06 °,-177 °
2024-12-12 22:05:53,-1.07 °,-177 °
2024-12-12 22:06:13,-1.07 °,-177 °
2024-12-12 22:06:35,-1.07 °,-177 °
2024-12-12 22:06:55,-1.07 °,-177 °
2024-12-12 22:07:15,-1.07 °,-177 °
2024-12-12 22:07:35,-1.07 °,-177 °
2024-12-12 22:07:55,-1.07 °,-177 °
2024-12-12 22:08:18,-1.07 °,-177 °
2024-12-12 22:08:38,-1.08 °,-177 °
2024-12-12 22:08:58,-1.08 °,-177 °
2024-12-12 22:09:18,-1.08 °,-177 °
2024-12-12 22:09:38,-1.08 °,-177 °
2024-12-12 22:09:58,-1.08 °,-177 °
2024-12-12 22:10:18,-1.08 °,-177 °
2024-12-12 22:10:38,-1.08 °,-177 °
2024-12-12 22:10:58,-1.08 °,-177 °
2024-12-12 22:11:18,-1.08 °,-177 °
2024-12-12 22:11:41,-1.09 °,-177 °
2024-12-12 22:11:58,-1.09 °,-177 °
2024-12-12 22:12:21,-1.09 °,-177 °
2024-12-12 22:12:41,-1.09 °,-177 °
2024-12-12 22:13:02,-1.09 °,-177 °
2024-12-12 22:13:21,-1.09 °,-177 °
2024-12-12 22:13:43,-1.09 °,-177 °
2024-12-12 22:14:03,-1.09 °,-177 °
2024-12-12 22:14:23,-1.10 °,-177 °
2024-12-12 22:14:43,-1.10 °,-177 °
2024-12-12 22:15:03,-1.10 °,-177 °
2024-12-12 22:15:23,-1.10 °,-177 °
2024-12-12 22:15:43,-1.10 °,-177 °
2024-12-12 22:16:03,-1.10 °,-177 °
2024-12-12 22:16:25,-1.10 °,-177 °
2024-12-12 22:16:45,-1.10 °,-177 °
2024-12-12 22:17:05,-1.10 °,-177 °
2024-12-12 22:17:25,-1.11 °,-177 °
2024-12-12 22:17:46,-1.11 °,-177 °
2024-12-12 22:18:05,-1.11 °,-177 °
2024-12-12 22:18:25,-1.11 °,-177 °
2024-12-12 22:18:46,-1.11 °,-177 °
2024-12-12 22:19:08,-1.11 °,-177 °
2024-12-12 22:19:28,-1.11 °,-177 °
2024-12-12 22:19:48,-1.11 °,-177 °
2024-12-12 22:20:08,-1.11 °,-177 °
2024-12-12 22:20:28,-1.12 °,-177 °
2024-12-12 22:20:48,-1.12 °,-177 °
2024-12-12 22:21:08,-1.12 °,-177 °
2024-12-12 22:21:28,-1.12 °,-177 °
2024-12-12 22:21:48,-1.12 °,-177 °
2024-12-12 22:22:08,-1.12 °,-177 °
2024-12-12 22:22:28,-1.12 °,-177 °
2024-12-12 22:22:48,-1.12 °,-177 °
2024-12-12 22:23:11,-1.13 °,-177 °
2024-12-12 22:23:28,-1.13 °,-177 °
2024-12-12 22:23:51,-1.13 °,-177 °
2024-12-12 22:24:11,-1.13 °,-177 °
2024-12-12 22:24:32,-1.13 °,-177 °
2024-12-12 22:24:51,-1.13 °,-177 °
2024-12-12 22:25:11,-1.13 °,-177 °
2024-12-12 22:25:33,-1.13 °,-177 °
2024-12-12 22:25:53,-1.13 °,-177 °
2024-12-12 22:26:13,-1.14 °,-177 °
2024-12-12 22:26:33,-1.14 °,-177 °
2024-12-12 22:26:53,-1.14 °,-177 °
2024-12-12 22:27:13,-1.14 °,-177 °
2024-12-12 22:27:33,-1.14 °,-177 °
2024-12-12 22:27:53,-1.14 °,-177 °
2024-12-12 22:28:15,-1.14 °,-177 °
2024-12-12 22:28:35,-1.14 °,-177 °
2024-12-12 22:28:56,-1.14 °,-177 °
2024-12-12 22:29:15,-1.15 °,-177 °
2024-12-12 22:29:35,-1.15 °,-177 °
2024-12-12 22:29:55,-1.15 °,-177 °
2024-12-12 22:30:15,-1.15 °,-177 °
2024-12-12 22:30:38,-1.15 °,-177 °
2024-12-12 22:30:55,-1.15 °,-177 °
2024-12-12 22:31:18,-1.15 °,-177 °
2024-12-12 22:31:38,-1.15 °,-177 °
2024-12-12 22:31:58,-1.16 °,-177 °
2024-12-12 22:32:18,-1.16 °,-177 °
2024-12-12 22:32:38,-1.16 °,-177 °
2024-12-12 22:32:58,-1.16 °,-177 °
2024-12-12 22:33:18,-1.16 °,-177 °
2024-12-12 22:33:38,-1.16 °,-177 °
2024-12-12 22:33:58,-1.16 °,-177 °
2024-12-12 22:34:18,-1.16 °,-177 °
2024-12-12 22:34:41,-1.16 °,-177 °
2024-12-12 22:34:58,-1.17 °,-177 °
2024-12-12 22:35:21,-1.17 °,-177 °
2024-12-12 22:35:42,-1.17 °,-177 °
2024-12-12 22:36:02,-1.17 °,-177 °
2024-12-12 22:36:22,-1.17 °,-177 °
2024-12-12 22:36:43,-1.17 °,-177 °
2024-12-12 22:37:03,-1.17 °,-177 °
2024-12-12 22:37:23,-1.17 °,-177 °
2024-12-12 22:37:43,-1.17 °,-177 °
2024-12-12 22:38:03,-1.18 °,-177 °
2024-12-12 22:38:23,-1.18 °,-177 °
2024-12-12 22:38:43,-1.18 °,-177 °
2024-12-12 22:39:03,-1.18 °,-177 °
2024-12-12 22:39:25,-1.18 °,-177 °
2024-12-12 22:39:45,-1.18 °,-177 °
2024-12-12 22:40:05,-1.18 °,-177 °
2024-12-12 22:40:25,-1.18 °,-177 °
2024-12-12 22:40:45,-1.19 °,-177 °
2024-12-12 22:41:05,-1.19 °,-177 °
2024-12-12 22:41:28,-1.19 °,-177 °
2024-12-12 22:41:48,-1.19 °,-177 °
2024-12-12 22:42:08,-1.19 °,-177 °
2024-12-12 22:42:28,-1.19 °,-177 °
2024-12-12 22:42:48,-1.19 °,-177 °
2024-12-12 22:43:08,-1.19 °,-177 °
2024-12-12 22:43:28,-1.19 °,-177 °
2024-12-12 22:43:48,-1.20 °,-177 °
2024-12-12 22:44:08,-1.20 °,-177 °
2024-12-12 22:44:28,-1.20 °,-177 °
2024-12-12 22:44:51,-1.20 °,-177 °
2024-12-12 22:45:11,-1.20 °,-177 °
2024-12-12 22:45:32,-1.20 °,-177 °
2024-12-12 22:45:51,-1.20 °,-177 °
2024-12-12 22:46:13,-1.20 °,-177 °
2024-12-12 22:46:33,-1.20 °,-177 °
2024-12-12 22:46:53,-1.21 °,-177 °
2024-12-12 22:47:13,-1.21 °,-177 °
2024-12-12 22:47:33,-1.21 °,-177 °
2024-12-12 22:47:53,-1.21 °,-177 °
2024-12-12 22:48:13,-1.21 °,-177 °
2024-12-12 22:48:33,-1.21 °,-177 °
2024-12-12 22:48:53,-1.21 °,-177 °
2024-12-12 22:49:15,-1.21 °,-177 °
2024-12-12 22:49:36,-1.22 °,-177 °
2024-12-12 22:49:55,-1.22 °,-177 °
2024-12-12 22:50:15,-1.22 °,-177 °
2024-12-12 22:50:36,-1.22 °,-177 °
2024-12-12 22:50:55,-1.22 °,-177 °
2024-12-12 22:51:15,-1.22 °,-177 °
2024-12-12 22:51:35,-1.22 °,-177 °
2024-12-12 22:51:55,-1.22 °,-177 °
2024-12-12 22:52:18,-1.22 °,-177 °
2024-12-12 22:52:38,-1.23 °,-177 °
2024-12-12 22:52:58,-1.23 °,-177 °
2024-12-12 22:53:18,-1.23 °,-177 °
