sep=,
2024-12-11 23:11:32,-0.395
2024-12-11 23:11:52,-0.395
2024-12-11 23:12:14,-0.395
2024-12-11 23:12:34,-0.395
2024-12-11 23:12:57,-0.395
2024-12-11 23:13:17,-0.395
2024-12-11 23:13:37,-0.394
2024-12-11 23:13:57,-0.394
2024-12-11 23:14:17,-0.394
2024-12-11 23:14:37,-0.394
2024-12-11 23:14:57,-0.394
2024-12-11 23:15:17,-0.394
2024-12-11 23:15:37,-0.394
2024-12-11 23:16:00,-0.394
2024-12-11 23:16:20,-0.394
2024-12-11 23:16:42,-0.394
2024-12-11 23:17:02,-0.394
2024-12-11 23:17:23,-0.394
2024-12-11 23:17:43,-0.394
2024-12-11 23:18:03,-0.394
2024-12-11 23:18:24,-0.394
2024-12-11 23:18:44,-0.394
2024-12-11 23:19:03,-0.394
2024-12-11 23:19:27,-0.394
2024-12-11 23:19:50,-0.394
2024-12-11 23:20:11,-0.394
2024-12-11 23:20:30,-0.394
2024-12-11 23:20:52,-0.394
2024-12-11 23:21:12,-0.394
2024-12-11 23:21:32,-0.394
2024-12-11 23:21:52,-0.394
2024-12-11 23:22:12,-0.394
2024-12-11 23:22:34,-0.394
2024-12-11 23:22:57,-0.394
2024-12-11 23:23:17,-0.394
2024-12-11 23:23:37,-0.393
2024-12-11 23:23:57,-0.393
2024-12-11 23:24:17,-0.393
2024-12-11 23:24:37,-0.393
2024-12-11 23:24:57,-0.393
2024-12-11 23:25:17,-0.393
2024-12-11 23:25:37,-0.393
2024-12-11 23:26:00,-0.393
2024-12-11 23:26:20,-0.393
2024-12-11 23:26:41,-0.393
2024-12-11 23:27:02,-0.393
2024-12-11 23:27:22,-0.393
2024-12-11 23:27:42,-0.393
2024-12-11 23:28:02,-0.393
2024-12-11 23:28:22,-0.393
2024-12-11 23:28:42,-0.393
2024-12-11 23:29:04,-0.393
2024-12-11 23:29:24,-0.393
2024-12-11 23:29:45,-0.393
2024-12-11 23:30:05,-0.393
2024-12-11 23:30:25,-0.393
2024-12-11 23:30:47,-0.393
2024-12-11 23:31:05,-0.393
2024-12-11 23:31:27,-0.393
2024-12-11 23:31:47,-0.393
2024-12-11 23:32:07,-0.393
2024-12-11 23:32:27,-0.393
2024-12-11 23:32:47,-0.393
2024-12-11 23:33:12,-0.392
2024-12-11 23:33:37,-0.392
2024-12-11 23:34:01,-0.392
2024-12-11 23:34:21,-0.392
2024-12-11 23:34:42,-0.392
2024-12-11 23:35:02,-0.392
2024-12-11 23:35:22,-0.392
2024-12-11 23:35:42,-0.392
2024-12-11 23:36:07,-0.392
2024-12-11 23:36:27,-0.392
2024-12-11 23:36:47,-0.392
2024-12-11 23:37:07,-0.392
2024-12-11 23:37:27,-0.392
2024-12-11 23:37:47,-0.392
2024-12-11 23:38:07,-0.392
2024-12-11 23:38:27,-0.392
2024-12-11 23:38:51,-0.392
2024-12-11 23:39:14,-0.392
2024-12-11 23:39:34,-0.392
2024-12-11 23:39:54,-0.392
2024-12-11 23:40:17,-0.392
2024-12-11 23:40:37,-0.392
2024-12-11 23:41:00,-0.392
2024-12-11 23:41:20,-0.392
2024-12-11 23:41:41,-0.392
2024-12-11 23:42:01,-0.392
2024-12-11 23:42:22,-0.392
2024-12-11 23:42:42,-0.392
2024-12-11 23:43:03,-0.391
2024-12-11 23:43:22,-0.391
2024-12-11 23:43:42,-0.391
2024-12-11 23:44:05,-0.391
2024-12-11 23:44:27,-0.391
2024-12-11 23:44:47,-0.391
2024-12-11 23:45:07,-0.391
2024-12-11 23:45:31,-0.391
2024-12-11 23:45:51,-0.391
2024-12-11 23:46:11,-0.391
2024-12-11 23:46:32,-0.391
2024-12-11 23:46:52,-0.391
2024-12-11 23:47:12,-0.391
2024-12-12 02:58:54,0.792
2024-12-12 02:59:14,0.792
2024-12-12 02:59:34,1.3e-9
2024-12-12 02:59:54,1.3e-9
2024-12-12 03:00:14,1.3e-9
2024-12-12 03:00:39,1.3e-9
2024-12-12 03:01:02,118174408170340700000
2024-12-12 03:01:22,118174407521001300000
2024-12-12 03:01:42,1.74e-30
2024-12-12 03:02:04,118174405895814200000
2024-12-12 03:02:24,118174405107379340000
2024-12-12 03:02:44,118174404303816770000
2024-12-12 03:03:04,1.3e-9
2024-12-12 03:03:23,1.3e-9
2024-12-12 03:03:43,118174401909297450000
2024-12-12 03:04:04,1.3e-9
2024-12-12 03:04:24,1.3e-9
2024-12-12 03:04:44,1.3e-9
2024-12-12 03:05:08,1.3e-9
2024-12-12 03:05:23,1.3e-9
2024-12-12 03:05:48,1.3e-9
2024-12-12 03:06:08,1.3e-9
2024-12-12 03:06:23,1.3e-9
2024-12-12 03:06:43,1.3e-9
2024-12-12 03:07:32,1.3e-9
2024-12-12 03:07:52,1.3e-9
2024-12-12 03:08:12,118174375301717000000
2024-12-12 03:08:33,1.3e-9
2024-12-12 03:08:43,1.3e-9
2024-12-12 03:09:31,1.3e-9
2024-12-12 03:10:04,1.3e-9
2024-12-12 03:10:32,1.3e-9
2024-12-12 03:10:45,1.3e-9
2024-12-12 03:11:13,1.3e-9
2024-12-12 03:11:50,1.3e-9
2024-12-12 03:12:15,1.3e-9
2024-12-12 03:12:35,1.3e-9
2024-12-12 03:12:48,1.3e-9
2024-12-12 03:13:16,1.3e-9
2024-12-12 03:13:37,1.3e-9
2024-12-12 03:13:57,1.3e-9
2024-12-12 03:14:18,1.3e-9
2024-12-12 03:14:38,1.3e-9
2024-12-12 03:14:55,1.3e-9
2024-12-12 03:15:15,1.3e-9
2024-12-12 03:15:40,1.3e-9
2024-12-12 03:15:56,1.3e-9
2024-12-12 03:16:16,1.3e-9
2024-12-12 03:16:41,1.3e-9
2024-12-12 03:16:57,1.3e-9
2024-12-12 03:17:18,1.3e-9
2024-12-12 03:17:42,1.3e-9
2024-12-12 03:17:59,1.3e-9
2024-12-12 03:18:19,1.3e-9
2024-12-12 03:18:40,1.3e-9
2024-12-12 03:18:56,1.3e-9
2024-12-12 03:19:17,1.3e-9
2024-12-12 03:19:41,1.3e-9
2024-12-12 03:19:58,1.3e-9
2024-12-12 03:20:18,1.3e-9
2024-12-12 03:20:47,1.3e-9
2024-12-12 03:21:07,1.3e-9
2024-12-12 03:21:20,1.3e-9
2024-12-12 03:21:48,1.3e-9
2024-12-12 03:21:52,1.3e-9
2024-12-12 03:22:50,1.3e-9
2024-12-12 03:23:10,932006244310
2024-12-12 03:23:32,932006117880
2024-12-12 03:23:52,-1.8299999999999998e-37
2024-12-12 03:24:12,1.3e-9
2024-12-12 03:24:32,1.3e-9
2024-12-12 03:24:52,-8.599999999999999e-38
2024-12-12 03:25:12,-3.68e-38
2024-12-12 03:25:32,-3.18e-38
2024-12-12 03:25:52,932005909833
2024-12-12 03:26:12,6.61e-38
2024-12-12 03:26:32,7.25e-38
2024-12-12 03:26:57,7.96e-38
2024-12-12 03:27:17,1.7499999999999999e-37
2024-12-12 03:27:33,1.7999999999999998e-37
2024-12-12 03:27:57,1.8799999999999998e-37
2024-12-12 03:28:17,932005694229
2024-12-12 03:28:32,932005680756
2024-12-12 03:28:57,932005663298
2024-12-12 03:29:20,4.07e-37
2024-12-12 03:29:39,4.609999999999999e-37
2024-12-12 03:30:00,4.72e-37
2024-12-12 03:30:20,932005486891
2024-12-12 03:30:40,932005470755
2024-12-12 03:30:58,932005460609
2024-12-12 03:31:18,932005444278
2024-12-12 03:31:38,932005427828
2024-12-12 03:31:58,932005302233
2024-12-12 03:32:23,932005277177
2024-12-12 03:32:43,1.1e-36
2024-12-12 03:33:08,1.12e-36
2024-12-12 03:33:30,1.13e-36
2024-12-12 03:33:36,1.34e-36
2024-12-12 13:33:18,1.24e-35
2024-12-12 13:33:29,1.24e-35
2024-12-12 13:38:04,-1.000
2024-12-12 13:38:24,-1.000
2024-12-12 13:38:44,-1.000
2024-12-12 13:39:06,-1.000
2024-12-12 13:39:26,-1.000
2024-12-12 13:39:46,-1.000
2024-12-12 13:40:06,-1.000
2024-12-12 13:40:26,-1.000
2024-12-12 13:40:46,-1.000
2024-12-12 13:41:06,-1.000
2024-12-12 13:41:26,-1.000
2024-12-12 13:41:46,-1.000
2024-12-12 13:42:06,-1.000
2024-12-12 13:42:30,-1.000
2024-12-12 13:42:50,-1.000
2024-12-12 13:43:11,-1.000
2024-12-12 13:43:31,-1.000
2024-12-12 13:43:51,-1.000
2024-12-12 13:44:11,-1.000
2024-12-12 13:44:31,-1.000
2024-12-12 13:44:51,-1.000
2024-12-12 13:45:11,-1.000
2024-12-12 13:45:34,-1.000
2024-12-12 13:45:54,-1.000
2024-12-12 13:46:14,-1.000
2024-12-12 13:46:34,-1.000
2024-12-12 13:46:54,-1.000
2024-12-12 13:47:14,-1.000
2024-12-12 13:47:34,-1.000
2024-12-12 13:47:54,-1.000
2024-12-12 13:48:16,-1.000
2024-12-12 13:48:36,-1.000
2024-12-12 13:48:56,-1.000
2024-12-12 13:49:16,-1.000
2024-12-12 13:49:36,-1.000
2024-12-12 13:49:56,-1.000
2024-12-12 13:50:16,-1.000
2024-12-12 13:50:36,-1.000
2024-12-12 13:51:00,-1.000
2024-12-12 13:51:16,-1.000
2024-12-12 13:51:40,-1.000
2024-12-12 13:52:00,-1.000
2024-12-12 13:52:21,-1.000
2024-12-12 13:52:41,-1.000
2024-12-12 13:53:01,-1.000
2024-12-12 13:53:21,-1.000
2024-12-12 13:53:41,-1.000
2024-12-12 13:54:03,-1.000
2024-12-12 13:54:23,-1.000
2024-12-12 13:54:44,-1.000
2024-12-12 13:55:04,-1.000
2024-12-12 13:55:24,-1.000
2024-12-12 13:55:44,-1.000
2024-12-12 13:56:06,-1.000
2024-12-12 13:56:26,-1.000
2024-12-12 13:56:46,-1.000
2024-12-12 13:57:06,-1.000
2024-12-12 13:57:26,-1.000
2024-12-12 13:57:46,-1.000
2024-12-12 13:58:06,-1.000
2024-12-12 13:58:30,-1.000
2024-12-12 13:58:51,-1.000
2024-12-12 13:59:11,-1.000
2024-12-12 13:59:31,-1.000
2024-12-12 13:59:51,-1.000
2024-12-12 14:00:11,-1.000
2024-12-12 14:00:33,-1.000
2024-12-12 14:00:54,-1.000
2024-12-12 14:01:14,-1.000
2024-12-12 14:01:34,-1.000
2024-12-12 14:01:54,-1.000
2024-12-12 14:02:14,-1.000
2024-12-12 14:02:34,-1.000
2024-12-12 14:02:54,-1.000
2024-12-12 14:03:16,-1.000
2024-12-12 14:03:36,-1.000
2024-12-12 14:03:56,-1.000
2024-12-12 14:04:16,-1.000
2024-12-12 14:04:36,-1.000
2024-12-12 14:04:56,-1.000
2024-12-12 14:05:16,-1.000
2024-12-12 14:05:36,-1.000
2024-12-12 14:05:56,-1.000
2024-12-12 14:06:16,-1.000
2024-12-12 14:06:40,-1.000
2024-12-12 14:07:00,-1.000
2024-12-12 14:07:21,-1.000
2024-12-12 14:07:41,-1.000
2024-12-12 14:08:01,-1.000
2024-12-12 14:08:21,-1.000
2024-12-12 14:08:42,-1.000
2024-12-12 14:09:03,-1.000
2024-12-12 14:09:23,-1.000
2024-12-12 14:09:42,-1.000
2024-12-12 14:10:02,-1.000
2024-12-12 14:10:23,-1.000
2024-12-12 14:10:45,-1.000
2024-12-12 14:11:06,-1.000
2024-12-12 14:11:26,-1.000
2024-12-12 14:11:46,-1.000
2024-12-12 14:12:07,-1.000
2024-12-12 14:12:27,-1.000
2024-12-12 14:12:48,-1.000
2024-12-12 14:13:07,-1.000
2024-12-12 14:13:27,-1.000
2024-12-12 14:13:47,-1.000
2024-12-12 14:14:08,-1.000
2024-12-12 14:14:27,-1.000
2024-12-12 14:14:47,-1.000
2024-12-12 14:15:11,-1.000
2024-12-12 14:15:31,-1.000
2024-12-12 14:15:51,-1.000
2024-12-12 14:16:11,-1.000
2024-12-12 14:16:31,-1.000
2024-12-12 14:16:52,-1.000
2024-12-12 14:17:12,-1.000
2024-12-12 14:17:33,-1.000
2024-12-12 14:17:52,-1.000
2024-12-12 14:18:15,-1.000
2024-12-12 14:18:35,-1.000
2024-12-12 14:18:55,-1.000
2024-12-12 14:19:15,-1.000
2024-12-12 14:19:35,-1.000
2024-12-12 14:19:55,-1.000
2024-12-12 14:20:15,-1.000
2024-12-12 14:20:37,-1.000
2024-12-12 14:20:58,-1.000
2024-12-12 14:21:17,-1.000
2024-12-12 14:21:38,-1.000
2024-12-12 14:21:58,-1.000
2024-12-12 14:22:21,-1.000
2024-12-12 14:22:41,-1.000
2024-12-12 14:23:01,-1.000
2024-12-12 14:23:22,-1.000
2024-12-12 14:23:42,-1.000
2024-12-12 14:24:03,-1.000
2024-12-12 14:24:22,-1.000
2024-12-12 14:24:45,-1.000
2024-12-12 14:25:05,-1.000
2024-12-12 14:25:25,-1.000
2024-12-12 14:25:45,-1.000
2024-12-12 14:26:07,-1.000
2024-12-12 14:26:28,-1.000
2024-12-12 14:26:49,-1.000
2024-12-12 14:27:09,-1.000
2024-12-12 14:27:28,-1.000
2024-12-12 14:27:51,-1.000
2024-12-12 14:28:11,-1.000
2024-12-12 14:28:33,-1.000
2024-12-12 14:28:52,-1.000
2024-12-12 14:29:13,-1.000
2024-12-12 14:29:35,-1.000
2024-12-12 14:29:55,-1.000
2024-12-12 14:30:15,-1.000
2024-12-12 14:30:35,-1.000
2024-12-12 14:30:58,-1.000
2024-12-12 14:31:17,-1.000
2024-12-12 14:31:38,-1.000
2024-12-12 14:31:58,-1.000
2024-12-12 14:32:17,-1.000
2024-12-12 14:32:37,-1.000
2024-12-12 14:32:58,-1.000
2024-12-12 14:33:21,-1.000
2024-12-12 14:33:42,-1.000
2024-12-12 14:34:02,-1.000
2024-12-12 14:34:25,-1.000
2024-12-12 14:34:45,-1.000
2024-12-12 14:35:05,-1.000
2024-12-12 14:35:28,-1.000
2024-12-12 14:35:50,-1.000
2024-12-12 14:36:11,-1.000
2024-12-12 14:36:32,-1.000
2024-12-12 14:36:52,-1.000
2024-12-12 14:37:13,-1.000
2024-12-12 14:37:32,-1.000
2024-12-12 14:37:55,-1.000
2024-12-12 14:38:15,-1.000
2024-12-12 14:38:37,-1.000
2024-12-12 14:38:58,-1.000
2024-12-12 14:39:17,-1.000
2024-12-12 14:39:41,-1.000
2024-12-12 14:40:02,-1.000
2024-12-12 14:40:21,-1.000
2024-12-12 14:40:43,-1.000
2024-12-12 14:41:02,-1.000
2024-12-12 14:41:22,-1.000
2024-12-12 14:41:42,-1.000
2024-12-12 14:42:03,-1.000
2024-12-12 14:42:25,-1.000
2024-12-12 14:42:45,-1.000
2024-12-12 14:43:05,-1.000
2024-12-12 14:43:27,-1.000
2024-12-12 14:43:47,-1.000
2024-12-12 14:44:11,-1.000
2024-12-12 14:44:31,-1.000
2024-12-12 14:44:51,-1.000
2024-12-12 14:45:12,-1.000
2024-12-12 14:45:35,-1.000
2024-12-12 14:45:55,-1.000
2024-12-12 14:46:15,-1.000
2024-12-12 14:46:35,-1.000
2024-12-12 14:46:58,-1.000
2024-12-12 14:47:17,-1.000
2024-12-12 14:47:37,-1.000
2024-12-12 14:47:58,-1.000
2024-12-12 14:48:17,-1.000
2024-12-12 14:48:38,-1.000
2024-12-12 14:48:57,-1.000
2024-12-12 14:49:21,-1.000
2024-12-12 14:49:42,-1.000
2024-12-12 14:50:02,-1.000
2024-12-12 14:50:23,-1.000
2024-12-12 14:50:45,-1.000
2024-12-12 14:51:05,-1.000
2024-12-12 14:51:27,-1.000
2024-12-12 14:51:48,-1.000
2024-12-12 14:52:08,-1.000
2024-12-12 14:52:27,-1.000
2024-12-12 14:52:51,-1.000
2024-12-12 14:53:11,-1.000
2024-12-12 14:53:32,-1.000
2024-12-12 14:53:52,-1.000
2024-12-12 14:54:13,-1.000
2024-12-12 14:54:33,-1.000
2024-12-12 14:54:53,-1.000
2024-12-12 14:55:13,-1.000
2024-12-12 14:55:33,-1.000
2024-12-12 14:55:55,-1.000
2024-12-12 14:56:15,-1.000
2024-12-12 14:56:35,-1.000
2024-12-12 14:56:55,-1.000
2024-12-12 14:57:17,-1.000
2024-12-12 14:57:37,-1.000
2024-12-12 14:57:57,-1.000
2024-12-12 14:58:21,-1.000
2024-12-12 14:58:41,-1.000
2024-12-12 14:59:02,-1.000
2024-12-12 14:59:23,-1.000
2024-12-12 14:59:42,-1.000
2024-12-12 15:00:03,-1.000
2024-12-12 15:00:22,-1.000
2024-12-12 15:00:45,-1.000
2024-12-12 15:01:05,-1.000
2024-12-12 15:01:27,-1.000
2024-12-12 15:01:48,-1.000
2024-12-12 15:02:07,-1.000
2024-12-12 15:02:28,-1.000
2024-12-12 15:02:48,-1.000
2024-12-12 15:03:11,-1.000
2024-12-12 15:03:35,-1.000
2024-12-12 15:03:55,-1.000
2024-12-12 15:04:17,-1.000
2024-12-12 15:04:38,-1.000
2024-12-12 15:04:58,-1.000
2024-12-12 15:05:17,-1.000
2024-12-12 15:05:38,-1.000
2024-12-12 15:05:58,-1.000
2024-12-12 15:06:21,-1.000
2024-12-12 15:06:42,-1.000
2024-12-12 15:07:03,-1.000
2024-12-12 15:07:22,-1.000
2024-12-12 15:07:45,-1.000
2024-12-12 15:08:05,-1.000
2024-12-12 15:08:25,-1.000
2024-12-12 15:08:47,-1.000
2024-12-12 15:09:07,-1.000
2024-12-12 15:09:28,-1.000
2024-12-12 15:09:47,-1.000
2024-12-12 15:10:07,-1.000
2024-12-12 15:10:27,-1.000
2024-12-12 15:10:51,-1.000
2024-12-12 15:11:13,-1.000
2024-12-12 15:11:33,-1.000
2024-12-12 15:11:56,-1.000
2024-12-12 15:12:15,-1.000
2024-12-12 15:12:37,-1.000
2024-12-12 15:12:58,-1.000
2024-12-12 15:13:21,-1.000
2024-12-12 15:13:41,-1.000
2024-12-12 15:14:03,-1.000
2024-12-12 15:14:25,-1.000
2024-12-12 15:14:45,-1.000
2024-12-12 15:15:05,-1.000
2024-12-12 15:15:25,-1.000
2024-12-12 15:15:45,-1.000
2024-12-12 15:16:05,-1.000
2024-12-12 15:16:27,-1.000
2024-12-12 15:16:47,-1.000
2024-12-12 15:17:08,-1.000
2024-12-12 15:17:28,-1.000
2024-12-12 15:17:47,-1.000
2024-12-12 15:18:07,-1.000
2024-12-12 15:18:28,-1.000
2024-12-12 15:18:51,-1.000
2024-12-12 15:19:12,-1.000
2024-12-12 15:19:33,-1.000
2024-12-12 15:19:55,-1.000
2024-12-12 15:20:16,-1.000
2024-12-12 15:20:37,-1.000
2024-12-12 15:20:58,-1.000
2024-12-12 15:21:17,-1.000
2024-12-12 15:21:41,-1.000
2024-12-12 15:22:01,-1.000
2024-12-12 15:22:22,-1.000
2024-12-12 15:22:43,-1.000
2024-12-12 15:23:02,-1.000
2024-12-12 15:23:23,-1.000
2024-12-12 15:23:45,-1.000
2024-12-12 15:24:05,-1.000
2024-12-12 15:24:25,-1.000
2024-12-12 15:24:45,-1.000
2024-12-12 15:25:05,-1.000
2024-12-12 15:25:28,-1.000
2024-12-12 15:25:47,-1.000
2024-12-12 15:26:08,-1.000
2024-12-12 15:26:28,-1.000
2024-12-12 15:26:47,-1.000
2024-12-12 15:27:08,-1.000
2024-12-12 15:27:28,-1.000
2024-12-12 15:27:51,-1.000
2024-12-12 15:28:11,-1.000
2024-12-12 15:28:31,-1.000
2024-12-12 15:28:53,-1.000
2024-12-12 15:29:12,-1.000
2024-12-12 15:29:33,-1.000
2024-12-12 15:29:53,-1.000
2024-12-12 15:30:12,-1.000
2024-12-12 15:30:35,-1.000
2024-12-12 15:30:55,-1.000
2024-12-12 15:31:15,-1.000
2024-12-12 15:31:38,-1.000
2024-12-12 15:31:58,-1.000
2024-12-12 15:32:18,-1.000
2024-12-12 15:32:41,-1.000
2024-12-12 15:33:02,-1.000
2024-12-12 15:33:23,-1.000
2024-12-12 15:33:42,-1.000
2024-12-12 15:34:02,-1.000
2024-12-12 15:34:23,-1.000
2024-12-12 15:34:42,-1.000
2024-12-12 15:35:05,-1.000
2024-12-12 15:35:27,-1.000
2024-12-12 15:35:48,-1.000
2024-12-12 15:36:08,-1.000
2024-12-12 15:36:27,-1.000
2024-12-12 15:36:51,-1.000
2024-12-12 15:37:13,-1.000
2024-12-12 15:37:33,-1.000
2024-12-12 15:37:53,-1.000
2024-12-12 15:38:13,-1.000
2024-12-12 15:38:33,-1.000
2024-12-12 15:38:53,-1.000
2024-12-12 15:39:17,-1.000
2024-12-12 15:39:37,-1.000
2024-12-12 15:39:58,-1.000
2024-12-12 15:40:18,-1.000
