sep=,
"Time","LEXI AZ CMD","LEXI AZ Measure","LEXI EL CMD","LEXI EL Measure"
2024-12-12 22:12:38,0 °,0 °,-45.0 °,0 °
2024-12-12 22:12:59,0 °,0 °,-45.0 °,0 °
2024-12-12 22:13:19,0 °,0 °,-45.0 °,0 °
2024-12-12 22:13:39,0 °,0 °,-45.0 °,0 °
2024-12-12 22:13:59,0 °,0 °,-45.0 °,0 °
2024-12-12 22:14:19,0 °,0 °,-45.0 °,0 °
2024-12-12 22:14:39,0 °,0 °,-45.0 °,0 °
2024-12-12 22:14:59,0 °,0 °,-45.0 °,0 °
2024-12-12 22:15:19,0 °,0 °,-45.0 °,0 °
2024-12-12 22:15:39,0 °,0 °,-45.0 °,0 °
2024-12-12 22:15:59,0 °,0 °,-45.0 °,0 °
2024-12-12 22:16:19,0 °,0 °,-45.0 °,0 °
2024-12-12 22:16:39,0 °,0 °,-45.0 °,0 °
2024-12-12 22:16:59,0 °,0 °,-45.0 °,0 °
2024-12-12 22:17:19,0 °,0 °,-45.0 °,0 °
2024-12-12 22:17:40,0 °,0 °,-45.0 °,0 °
2024-12-12 22:17:59,0 °,0 °,-45.0 °,0 °
2024-12-12 22:18:19,0 °,0 °,-45.0 °,0 °
2024-12-12 22:18:40,0 °,0 °,-45.0 °,0 °
2024-12-12 22:18:59,0 °,0 °,-45.0 °,0 °
2024-12-12 22:19:20,0 °,0 °,-45.0 °,0 °
2024-12-12 22:19:40,0 °,0 °,-45.0 °,0 °
2024-12-12 22:20:00,0 °,0 °,-45.0 °,0 °
2024-12-12 22:20:20,0 °,0 °,-45.0 °,0 °
2024-12-12 22:20:40,0 °,0 °,-45.0 °,0 °
2024-12-12 22:21:00,0 °,0 °,-45.0 °,0 °
2024-12-12 22:21:20,0 °,0 °,-45.0 °,0 °
2024-12-12 22:21:40,0 °,0 °,-45.0 °,0 °
2024-12-12 22:22:00,0 °,0 °,-45.0 °,0 °
2024-12-12 22:22:20,0 °,0 °,-45.0 °,0 °
2024-12-12 22:22:40,0 °,0 °,-45.0 °,0 °
2024-12-12 22:23:00,0 °,0 °,-45.0 °,0 °
2024-12-12 22:23:20,0 °,0 °,-45.0 °,0 °
2024-12-12 22:23:40,0 °,0 °,-45.0 °,0 °
2024-12-12 22:24:00,0 °,0 °,-45.0 °,0 °
2024-12-12 22:24:20,0 °,0 °,-45.0 °,0 °
2024-12-12 22:24:40,0 °,0 °,-45.0 °,0 °
2024-12-12 22:25:02,0 °,0 °,-45.0 °,0 °
2024-12-12 22:25:21,0 °,0 °,-45.0 °,0 °
2024-12-12 22:25:42,0 °,0 °,-45.0 °,0 °
2024-12-12 22:26:02,0 °,0 °,-45.0 °,0 °
2024-12-12 22:26:22,0 °,0 °,-45.0 °,0 °
2024-12-12 22:26:42,0 °,0 °,-45.0 °,0 °
2024-12-12 22:27:02,0 °,0 °,-45.0 °,0 °
2024-12-12 22:27:21,0 °,0 °,-45.0 °,0 °
2024-12-12 22:27:41,0 °,0 °,-45.0 °,0 °
2024-12-12 22:28:02,0 °,0 °,-45.0 °,0 °
2024-12-12 22:28:21,0 °,0 °,-45.0 °,0 °
2024-12-12 22:28:41,0 °,0 °,-45.0 °,0 °
2024-12-12 22:29:02,0 °,0 °,-45.0 °,0 °
2024-12-12 22:29:21,0 °,0 °,-45.0 °,0 °
2024-12-12 22:29:41,0 °,0 °,-45.0 °,0 °
2024-12-12 22:30:02,0 °,0 °,-45.0 °,0 °
2024-12-12 22:30:21,0 °,0 °,-45.0 °,0 °
2024-12-12 22:30:41,0 °,0 °,-45.0 °,0 °
2024-12-12 22:31:02,0 °,0 °,-45.0 °,0 °
2024-12-12 22:31:22,0 °,0 °,-45.0 °,0 °
2024-12-12 22:31:42,0 °,0 °,-45.0 °,0 °
2024-12-12 22:32:02,0 °,0 °,-45.0 °,0 °
2024-12-12 22:32:22,0 °,0 °,-45.0 °,0 °
2024-12-12 22:32:42,0 °,0 °,-45.0 °,0 °
2024-12-12 22:33:02,0 °,0 °,-45.0 °,0 °
2024-12-12 22:33:22,0 °,0 °,-45.0 °,0 °
2024-12-12 22:33:42,0 °,0 °,-45.0 °,0 °
2024-12-12 22:34:02,0 °,0 °,-45.0 °,0 °
2024-12-12 22:34:22,0 °,0 °,-45.0 °,0 °
2024-12-12 22:34:42,0 °,0 °,-45.0 °,0 °
2024-12-12 22:35:02,0 °,0 °,-45.0 °,0 °
2024-12-12 22:35:22,0 °,0 °,-45.0 °,0 °
2024-12-12 22:35:42,0 °,0 °,-45.0 °,0 °
2024-12-12 22:36:02,0 °,0 °,-45.0 °,0 °
2024-12-12 22:36:22,0 °,0 °,-45.0 °,0 °
2024-12-12 22:36:42,0 °,0 °,-45.0 °,0 °
2024-12-12 22:37:02,0 °,0 °,-45.0 °,0 °
2024-12-12 22:37:22,0 °,0 °,-45.0 °,0 °
2024-12-12 22:37:42,0 °,0 °,-45.0 °,0 °
2024-12-12 22:38:02,0 °,0 °,-45.0 °,0 °
2024-12-12 22:38:22,0 °,0 °,-45.0 °,0 °
2024-12-12 22:38:42,0 °,0 °,-45.0 °,0 °
2024-12-12 22:39:03,0 °,0 °,-45.0 °,0 °
2024-12-12 22:39:22,0 °,0 °,-45.0 °,0 °
2024-12-12 22:39:43,0 °,0 °,-45.0 °,0 °
2024-12-12 22:40:03,0 °,0 °,-45.0 °,0 °
2024-12-12 22:40:23,0 °,0 °,-45.0 °,0 °
2024-12-12 22:40:43,0 °,0 °,-45.0 °,0 °
2024-12-12 22:41:03,0 °,0 °,-45.0 °,0 °
2024-12-12 22:41:23,0 °,0 °,-45.0 °,0 °
2024-12-12 22:41:43,0 °,0 °,-45.0 °,0 °
2024-12-12 22:42:03,0 °,0 °,-45.0 °,0 °
2024-12-12 22:42:23,0 °,0 °,-45.0 °,0 °
2024-12-12 22:42:43,0 °,0 °,-45.0 °,0 °
2024-12-12 22:43:03,0 °,0 °,-45.0 °,0 °
2024-12-12 22:43:23,0 °,0 °,-45.0 °,0 °
2024-12-12 22:43:43,0 °,0 °,-45.0 °,0 °
2024-12-12 22:44:03,0 °,0 °,-45.0 °,0 °
2024-12-12 22:44:23,0 °,0 °,-45.0 °,0 °
2024-12-12 22:44:43,0 °,0 °,-45.0 °,0 °
2024-12-12 22:45:03,0 °,0 °,-45.0 °,0 °
2024-12-12 22:45:23,0 °,0 °,-45.0 °,0 °
2024-12-12 22:45:44,0 °,0 °,-45.0 °,0 °
2024-12-12 22:46:03,0 °,0 °,-45.0 °,0 °
2024-12-12 22:46:24,0 °,0 °,-45.0 °,0 °
2024-12-12 22:46:44,0 °,0 °,-45.0 °,0 °
2024-12-12 22:47:04,0 °,0 °,-45.0 °,0 °
2024-12-12 22:47:24,0 °,0 °,-45.0 °,0 °
2024-12-12 22:47:44,0 °,0 °,-45.0 °,0 °
2024-12-12 22:48:04,0 °,0 °,-45.0 °,0 °
2024-12-12 22:48:24,0 °,0 °,-45.0 °,0 °
2024-12-12 22:48:44,0 °,0 °,-45.0 °,0 °
2024-12-12 22:49:04,0 °,0 °,-45.0 °,0 °
2024-12-12 22:49:24,0 °,0 °,-45.0 °,0 °
2024-12-12 22:49:44,0 °,0 °,-45.0 °,0 °
2024-12-12 22:50:04,0 °,0 °,-45.0 °,0 °
2024-12-12 22:50:24,0 °,0 °,-45.0 °,0 °
2024-12-12 22:50:44,0 °,0 °,-45.0 °,0 °
2024-12-12 22:51:04,0 °,0 °,-45.0 °,0 °
2024-12-12 22:51:25,0 °,0 °,-45.0 °,0 °
2024-12-12 22:51:44,0 °,0 °,-45.0 °,0 °
2024-12-12 22:52:04,0 °,0 °,-45.0 °,0 °
2024-12-12 22:52:25,0 °,0 °,-45.0 °,0 °
2024-12-12 22:52:44,0 °,0 °,-45.0 °,0 °
2024-12-12 22:53:05,0 °,0 °,-45.0 °,0 °
2024-12-12 22:53:25,0 °,0 °,-45.0 °,0 °
