sep=,
2024-12-11 22:19:02,-1.13 °,-177 °
2024-12-11 22:19:22,-1.13 °,-177 °
2024-12-11 22:19:42,-1.13 °,-177 °
2024-12-11 22:20:02,-1.13 °,-177 °
2024-12-11 22:20:24,-1.13 °,-177 °
2024-12-11 22:20:44,-1.13 °,-177 °
2024-12-11 22:21:04,-1.13 °,-177 °
2024-12-11 22:21:24,-1.13 °,-177 °
2024-12-11 22:21:44,-1.13 °,-177 °
2024-12-11 22:22:07,-1.14 °,-177 °
2024-12-11 22:22:27,-1.14 °,-177 °
2024-12-11 22:22:47,-1.14 °,-177 °
2024-12-11 22:23:07,-1.14 °,-177 °
2024-12-11 22:23:27,-1.14 °,-177 °
2024-12-11 22:23:50,-1.14 °,-177 °
2024-12-11 22:24:11,-1.14 °,-177 °
2024-12-11 22:24:31,-1.14 °,-177 °
2024-12-11 22:24:52,-1.14 °,-177 °
2024-12-11 22:25:12,-1.15 °,-177 °
2024-12-11 22:25:32,-1.15 °,-177 °
2024-12-11 22:25:54,-1.15 °,-177 °
2024-12-11 22:26:17,-1.15 °,-177 °
2024-12-11 22:26:37,-1.15 °,-177 °
2024-12-11 22:26:57,-1.15 °,-177 °
2024-12-11 22:27:17,-1.15 °,-177 °
2024-12-11 22:27:37,-1.15 °,-177 °
2024-12-11 22:27:57,-1.16 °,-177 °
2024-12-11 22:28:17,-1.16 °,-177 °
2024-12-11 22:28:41,-1.16 °,-177 °
2024-12-11 22:29:01,-1.16 °,-177 °
2024-12-11 22:29:21,-1.16 °,-177 °
2024-12-11 22:29:42,-1.16 °,-177 °
2024-12-11 22:30:02,-1.16 °,-177 °
2024-12-11 22:30:22,-1.16 °,-177 °
2024-12-11 22:30:42,-1.16 °,-177 °
2024-12-11 22:31:02,-1.17 °,-177 °
2024-12-11 22:31:24,-1.17 °,-177 °
2024-12-11 22:31:44,-1.17 °,-177 °
2024-12-11 22:32:04,-1.17 °,-177 °
2024-12-11 22:32:24,-1.17 °,-177 °
2024-12-11 22:32:44,-1.17 °,-177 °
2024-12-11 22:33:07,-1.17 °,-177 °
2024-12-11 22:33:27,-1.17 °,-177 °
2024-12-11 22:33:48,-1.18 °,-177 °
2024-12-11 22:34:07,-1.18 °,-177 °
2024-12-11 22:34:30,-1.18 °,-177 °
2024-12-11 22:34:52,-1.18 °,-177 °
2024-12-11 22:35:14,-1.18 °,-177 °
2024-12-11 22:35:35,-1.18 °,-177 °
2024-12-11 22:36:00,-1.18 °,-177 °
2024-12-11 22:36:22,-1.18 °,-177 °
2024-12-11 22:36:42,-1.19 °,-177 °
2024-12-11 22:37:02,-1.19 °,-177 °
2024-12-11 22:37:22,-1.19 °,-177 °
2024-12-11 22:37:42,-1.19 °,-177 °
2024-12-11 22:38:04,-1.19 °,-177 °
2024-12-11 22:38:34,-1.19 °,-177 °
2024-12-11 22:38:54,-1.19 °,-177 °
2024-12-11 22:39:14,-1.19 °,-177 °
2024-12-11 22:39:34,-1.20 °,-177 °
2024-12-11 22:39:54,-1.20 °,-177 °
2024-12-11 22:40:18,-1.20 °,-177 °
2024-12-11 22:40:38,-1.20 °,-177 °
2024-12-11 22:40:58,-1.20 °,-177 °
2024-12-11 22:41:18,-1.20 °,-177 °
2024-12-11 22:41:38,-1.20 °,-177 °
2024-12-11 22:42:00,-1.20 °,-177 °
2024-12-11 22:42:20,-1.20 °,-177 °
2024-12-11 22:42:42,-1.21 °,-177 °
2024-12-11 22:43:02,-1.21 °,-177 °
2024-12-11 22:43:22,-1.21 °,-177 °
2024-12-11 22:43:44,-1.21 °,-177 °
2024-12-11 22:44:07,-1.21 °,-177 °
2024-12-11 22:44:27,-1.21 °,-177 °
2024-12-11 22:44:50,-1.21 °,-177 °
2024-12-11 22:45:11,-1.21 °,-177 °
2024-12-11 22:45:32,-1.22 °,-177 °
2024-12-11 22:45:52,-1.22 °,-177 °
2024-12-11 22:46:14,-1.22 °,-177 °
2024-12-11 22:46:34,-1.22 °,-177 °
2024-12-11 22:46:54,-1.22 °,-177 °
2024-12-11 22:47:14,-1.22 °,-177 °
2024-12-11 22:47:37,-1.22 °,-177 °
2024-12-11 22:47:57,-1.22 °,-177 °
2024-12-11 22:48:19,-1.22 °,-177 °
2024-12-11 22:48:40,-1.23 °,-177 °
2024-12-11 22:49:02,-1.23 °,-177 °
2024-12-11 22:49:22,-1.23 °,-177 °
2024-12-11 22:49:45,-1.23 °,-177 °
2024-12-11 22:50:04,-1.23 °,-177 °
2024-12-11 22:50:27,-1.23 °,-177 °
2024-12-11 22:50:47,-1.23 °,-177 °
2024-12-11 22:51:07,-1.23 °,-177 °
2024-12-11 22:51:27,-1.24 °,-177 °
2024-12-11 22:51:47,-1.24 °,-177 °
2024-12-11 22:52:07,-1.24 °,-177 °
2024-12-11 22:52:32,-1.24 °,-177 °
2024-12-11 22:52:52,-1.24 °,-177 °
2024-12-11 22:53:12,-1.24 °,-177 °
2024-12-11 22:53:32,-1.24 °,-177 °
2024-12-11 22:53:52,-1.24 °,-177 °
2024-12-11 22:54:14,-1.24 °,-177 °
2024-12-11 22:54:34,-1.25 °,-177 °
2024-12-11 22:54:54,-1.25 °,-177 °
2024-12-11 22:55:14,-1.25 °,-177 °
2024-12-11 22:55:34,-1.25 °,-177 °
2024-12-11 22:56:00,-1.25 °,-177 °
2024-12-11 22:56:20,-1.25 °,-177 °
2024-12-11 22:56:42,-1.25 °,-177 °
2024-12-11 22:57:02,-1.25 °,-177 °
2024-12-11 22:57:22,-1.26 °,-177 °
2024-12-11 22:57:42,21.8 °,-115 °
2024-12-11 22:58:02,21.8 °,-115 °
2024-12-11 22:58:22,21.8 °,-115 °
2024-12-11 22:58:44,21.8 °,-115 °
2024-12-11 22:59:04,21.8 °,-115 °
2024-12-11 22:59:24,21.8 °,-115 °
2024-12-11 22:59:44,21.8 °,-115 °
2024-12-11 23:00:07,21.8 °,-115 °
2024-12-11 23:00:27,21.8 °,-115 °
2024-12-11 23:00:47,21.8 °,-115 °
2024-12-11 23:01:07,21.8 °,-115 °
2024-12-11 23:01:31,21.8 °,-115 °
2024-12-11 23:01:50,21.8 °,-115 °
2024-12-11 23:02:11,21.8 °,-115 °
2024-12-11 23:02:31,21.8 °,-115 °
2024-12-11 23:02:52,21.8 °,-115 °
2024-12-11 23:03:12,21.8 °,-115 °
2024-12-11 23:03:32,21.8 °,-115 °
2024-12-11 23:03:55,21.8 °,-115 °
2024-12-11 23:04:17,21.8 °,-115 °
2024-12-11 23:04:37,21.8 °,-115 °
2024-12-11 23:04:57,21.8 °,-115 °
2024-12-11 23:05:17,21.8 °,-115 °
2024-12-11 23:05:37,21.8 °,-115 °
2024-12-11 23:05:57,21.8 °,-115 °
2024-12-11 23:06:17,21.8 °,-115 °
2024-12-11 23:06:41,21.8 °,-115 °
2024-12-11 23:07:00,21.8 °,-115 °
2024-12-11 23:07:20,21.8 °,-115 °
2024-12-11 23:07:42,21.8 °,-115 °
2024-12-11 23:08:02,21.8 °,-115 °
2024-12-11 23:08:22,21.8 °,-115 °
2024-12-11 23:08:42,21.8 °,-115 °
2024-12-11 23:09:07,21.8 °,-115 °
2024-12-11 23:09:27,21.8 °,-115 °
2024-12-11 23:09:47,21.8 °,-115 °
2024-12-11 23:10:07,21.8 °,-115 °
2024-12-11 23:10:27,21.8 °,-115 °
2024-12-11 23:10:52,21.8 °,-115 °
2024-12-11 23:11:12,21.8 °,-115 °
2024-12-11 23:11:32,21.8 °,-115 °
2024-12-11 23:11:52,21.8 °,-115 °
2024-12-11 23:12:14,21.8 °,-115 °
2024-12-11 23:12:34,21.8 °,-115 °
2024-12-11 23:12:57,21.8 °,-115 °
2024-12-11 23:13:17,21.8 °,-115 °
2024-12-11 23:13:37,21.8 °,-115 °
2024-12-11 23:13:57,21.8 °,-115 °
2024-12-11 23:14:17,21.8 °,-115 °
2024-12-11 23:14:37,21.8 °,-115 °
2024-12-11 23:14:57,21.8 °,-115 °
2024-12-11 23:15:17,21.8 °,-115 °
2024-12-11 23:15:37,21.8 °,-115 °
2024-12-11 23:16:00,21.8 °,-115 °
2024-12-11 23:16:20,21.8 °,-115 °
2024-12-11 23:16:42,21.8 °,-115 °
2024-12-11 23:17:02,21.8 °,-115 °
2024-12-11 23:17:23,21.8 °,-115 °
2024-12-11 23:17:43,21.8 °,-115 °
2024-12-11 23:18:03,21.8 °,-115 °
2024-12-11 23:18:24,21.8 °,-115 °
2024-12-11 23:18:44,21.8 °,-115 °
2024-12-11 23:19:03,21.8 °,-115 °
2024-12-11 23:19:27,21.8 °,-115 °
2024-12-11 23:19:50,21.8 °,-115 °
2024-12-11 23:20:11,21.8 °,-115 °
2024-12-11 23:20:30,21.8 °,-115 °
2024-12-11 23:20:52,21.8 °,-115 °
2024-12-11 23:21:12,21.8 °,-115 °
2024-12-11 23:21:32,21.8 °,-115 °
2024-12-11 23:21:52,21.8 °,-115 °
2024-12-11 23:22:12,21.8 °,-115 °
2024-12-11 23:22:34,21.8 °,-115 °
2024-12-11 23:22:57,21.8 °,-115 °
2024-12-11 23:23:17,21.8 °,-115 °
2024-12-11 23:23:37,21.8 °,-115 °
2024-12-11 23:23:57,21.8 °,-115 °
2024-12-11 23:24:17,21.8 °,-115 °
2024-12-11 23:24:37,21.8 °,-115 °
2024-12-11 23:24:57,21.8 °,-115 °
2024-12-11 23:25:17,21.8 °,-115 °
2024-12-11 23:25:37,21.8 °,-115 °
2024-12-11 23:26:00,21.8 °,-115 °
2024-12-11 23:26:20,21.8 °,-115 °
2024-12-11 23:26:41,21.8 °,-115 °
2024-12-11 23:27:02,21.8 °,-115 °
2024-12-11 23:27:22,21.8 °,-115 °
2024-12-11 23:27:42,21.8 °,-115 °
2024-12-11 23:28:02,21.8 °,-115 °
2024-12-11 23:28:22,21.8 °,-115 °
2024-12-11 23:28:42,21.8 °,-115 °
2024-12-11 23:29:04,21.8 °,-115 °
2024-12-11 23:29:24,21.8 °,-115 °
2024-12-11 23:29:45,21.8 °,-115 °
2024-12-11 23:30:05,21.8 °,-115 °
2024-12-11 23:30:25,21.8 °,-115 °
2024-12-11 23:30:47,21.8 °,-115 °
2024-12-11 23:31:05,21.8 °,-115 °
2024-12-11 23:31:27,21.8 °,-115 °
2024-12-11 23:31:47,21.8 °,-115 °
2024-12-11 23:32:07,21.8 °,-115 °
2024-12-11 23:32:27,21.8 °,-115 °
2024-12-11 23:32:47,21.8 °,-115 °
2024-12-11 23:33:12,21.8 °,-115 °
2024-12-11 23:33:37,21.8 °,-115 °
2024-12-11 23:34:01,21.8 °,-115 °
2024-12-11 23:34:21,21.8 °,-115 °
2024-12-11 23:34:42,21.8 °,-115 °
2024-12-11 23:35:02,21.8 °,-115 °
2024-12-11 23:35:22,21.8 °,-115 °
2024-12-11 23:35:42,21.8 °,-115 °
2024-12-11 23:36:07,21.8 °,-115 °
2024-12-11 23:36:27,21.8 °,-115 °
2024-12-11 23:36:47,21.8 °,-115 °
2024-12-11 23:37:07,21.8 °,-115 °
2024-12-11 23:37:27,21.8 °,-115 °
2024-12-11 23:37:47,21.8 °,-115 °
2024-12-11 23:38:07,21.8 °,-115 °
2024-12-11 23:38:27,21.8 °,-115 °
2024-12-11 23:38:51,21.8 °,-115 °
2024-12-11 23:39:14,21.8 °,-115 °
2024-12-11 23:39:34,21.8 °,-115 °
2024-12-11 23:39:54,21.7 °,-115 °
2024-12-11 23:40:17,21.7 °,-115 °
2024-12-11 23:40:37,21.7 °,-115 °
2024-12-11 23:41:00,21.7 °,-115 °
2024-12-11 23:41:20,21.7 °,-115 °
2024-12-11 23:41:41,21.7 °,-115 °
2024-12-11 23:42:01,21.7 °,-115 °
2024-12-11 23:42:22,21.7 °,-115 °
2024-12-11 23:42:42,21.7 °,-115 °
2024-12-11 23:43:03,21.7 °,-115 °
2024-12-11 23:43:22,21.7 °,-115 °
2024-12-11 23:43:42,21.7 °,-115 °
2024-12-11 23:44:05,21.7 °,-115 °
2024-12-11 23:44:27,21.7 °,-115 °
2024-12-11 23:44:47,21.7 °,-115 °
2024-12-11 23:45:07,21.7 °,-115 °
2024-12-11 23:45:31,21.7 °,-115 °
2024-12-11 23:45:51,21.7 °,-115 °
2024-12-11 23:46:11,21.7 °,-115 °
2024-12-11 23:46:32,21.7 °,-115 °
2024-12-11 23:46:52,21.7 °,-115 °
2024-12-11 23:47:12,21.7 °,-115 °
2024-12-12 02:58:54,25.9 °,28.4 °
2024-12-12 02:59:14,25.9 °,28.4 °
2024-12-12 02:59:34,-0.0300 °,-0.0303 °
2024-12-12 02:59:54,-0.0307 °,-0.0310 °
2024-12-12 03:00:14,-0.0314 °,-0.0317 °
2024-12-12 03:00:39,-0.0322 °,-0.0325 °
2024-12-12 03:01:02,-0.0330 °,-0.0333 °
2024-12-12 03:01:22,-0.0336 °,-0.0339 °
2024-12-12 03:01:42,-0.0343 °,-0.0333 °
2024-12-12 03:02:04,-0.0350 °,-0.0354 °
2024-12-12 03:02:24,-0.0357 °,-0.0360 °
2024-12-12 03:02:44,-0.0364 °,-0.0367 °
2024-12-12 03:03:04,-0.0371 °,-0.0374 °
2024-12-12 03:03:23,-0.0377 °,-0.0380 °
2024-12-12 03:03:43,-0.0383 °,-0.0387 °
2024-12-12 03:04:04,-0.0390 °,-0.0394 °
2024-12-12 03:04:24,-0.0397 °,-0.0401 °
2024-12-12 03:04:44,-0.0404 °,-0.0407 °
2024-12-12 03:05:08,-0.0411 °,-0.0415 °
2024-12-12 03:05:23,-0.0417 °,-0.0420 °
2024-12-12 03:05:48,-0.0424 °,-0.0428 °
2024-12-12 03:06:08,-0.0431 °,-0.0435 °
2024-12-12 03:06:23,-0.0437 °,-0.0441 °
2024-12-12 03:06:43,-0.0444 °,-0.0448 °
2024-12-12 03:07:32,-0.0459 °,-0.0463 °
2024-12-12 03:07:52,-0.0466 °,-0.0470 °
2024-12-12 03:08:12,-0.0473 °,-0.0477 °
2024-12-12 03:08:33,-0.0480 °,-0.0485 °
2024-12-12 03:08:43,-0.0484 °,-0.0488 °
2024-12-12 03:09:31,-0.0494 °,-0.0498 °
2024-12-12 03:10:04,-0.0504 °,-0.0509 °
2024-12-12 03:10:32,-0.0511 °,-0.0515 °
2024-12-12 03:10:45,-0.0517 °,-0.0522 °
2024-12-12 03:11:13,-0.0527 °,-0.0532 °
2024-12-12 03:11:50,-0.0538 °,-0.0542 °
2024-12-12 03:12:15,-0.0548 °,-0.0553 °
2024-12-12 03:12:35,-0.0551 °,-0.0556 °
2024-12-12 03:12:48,-0.0558 °,-0.0563 °
2024-12-12 03:13:16,-0.0568 °,-0.0573 °
2024-12-12 03:13:37,-0.0571 °,-0.0576 °
2024-12-12 03:13:57,-0.0581 °,-0.0587 °
2024-12-12 03:14:18,-0.0588 °,-0.0593 °
2024-12-12 03:14:38,-0.0595 °,-0.0600 °
2024-12-12 03:14:55,-0.0601 °,-0.0607 °
2024-12-12 03:15:15,-0.0608 °,-0.0614 °
2024-12-12 03:15:40,-0.0615 °,-0.0620 °
2024-12-12 03:15:56,-0.0622 °,-0.0627 °
2024-12-12 03:16:16,-0.0628 °,-0.0634 °
2024-12-12 03:16:41,-0.0635 °,-0.0641 °
2024-12-12 03:16:57,-0.0642 °,-0.0648 °
2024-12-12 03:17:18,-0.0648 °,-0.0654 °
2024-12-12 03:17:42,-0.0655 °,-0.0661 °
2024-12-12 03:17:59,-0.0662 °,-0.0668 °
2024-12-12 03:18:19,-0.0669 °,-0.0675 °
2024-12-12 03:18:40,-0.0675 °,-0.0682 °
2024-12-12 03:18:56,-0.0682 °,-0.0688 °
2024-12-12 03:19:17,-0.0689 °,-0.0695 °
2024-12-12 03:19:41,-0.0692 °,-0.0698 °
2024-12-12 03:19:58,-0.0702 °,-0.0709 °
2024-12-12 03:20:18,-0.0709 °,-0.0715 °
2024-12-12 03:20:47,-0.0719 °,-0.0726 °
2024-12-12 03:21:07,-0.0726 °,-0.0732 °
2024-12-12 03:21:20,-0.0729 °,-0.0736 °
2024-12-12 03:21:48,-0.0736 °,-0.0743 °
2024-12-12 03:21:52,-0.0739 °,-0.0746 °
2024-12-12 03:22:50,-0.0765 °,-0.0772 °
2024-12-12 03:23:10,-0.0771 °,-0.0778 °
2024-12-12 03:23:32,-0.0779 °,-0.0786 °
2024-12-12 03:23:52,-0.0345 °,90.0 °
2024-12-12 03:24:12,-0.0792 °,-0.0800 °
2024-12-12 03:24:32,-0.0799 °,-0.0807 °
2024-12-12 03:24:52,-0.0355 °,90.0 °
2024-12-12 03:25:12,-0.0358 °,90.0 °
2024-12-12 03:25:32,-0.0360 °,90.0 °
2024-12-12 03:25:52,-0.0825 °,-0.0833 °
2024-12-12 03:26:12,-0.0366 °,90.0 °
2024-12-12 03:26:32,-0.0369 °,90.0 °
2024-12-12 03:26:57,-0.0373 °,90.0 °
2024-12-12 03:27:17,-0.0376 °,90.0 °
2024-12-12 03:27:33,-0.0378 °,90.0 °
2024-12-12 03:27:57,-0.0382 °,90.0 °
2024-12-12 03:28:17,-0.0873 °,-0.0881 °
2024-12-12 03:28:32,-0.0879 °,-0.0887 °
2024-12-12 03:28:57,-0.0887 °,-0.0895 °
2024-12-12 03:29:20,-0.0394 °,90.0 °
2024-12-12 03:29:39,-0.0396 °,90.0 °
2024-12-12 03:30:00,-0.0400 °,90.0 °
2024-12-12 03:30:20,-0.0915 °,-0.0923 °
2024-12-12 03:30:40,-0.0921 °,-0.0930 °
2024-12-12 03:30:58,-0.0926 °,-0.0934 °
2024-12-12 03:31:18,-0.0932 °,-0.0941 °
2024-12-12 03:31:38,-0.0939 °,-0.0948 °
2024-12-12 03:31:58,-0.0945 °,-0.0954 °
2024-12-12 03:32:23,-0.0955 °,-0.0964 °
2024-12-12 03:32:43,-0.0424 °,89.9 °
2024-12-12 03:33:08,-0.0428 °,89.9 °
2024-12-12 03:33:30,-0.0432 °,89.9 °
2024-12-12 03:33:36,-0.0432 °,89.9 °
2024-12-12 13:33:18,86.6 °,-79.9 °
2024-12-12 13:33:29,86.6 °,-79.9 °
2024-12-12 13:38:04,0.665 °,179 °
2024-12-12 13:38:24,0.664 °,179 °
2024-12-12 13:38:44,0.663 °,179 °
2024-12-12 13:39:06,0.662 °,179 °
2024-12-12 13:39:26,0.660 °,179 °
2024-12-12 13:39:46,0.659 °,179 °
2024-12-12 13:40:06,0.658 °,179 °
2024-12-12 13:40:26,0.657 °,179 °
2024-12-12 13:40:46,0.656 °,179 °
2024-12-12 13:41:06,0.655 °,179 °
2024-12-12 13:41:26,0.654 °,179 °
2024-12-12 13:41:46,0.652 °,179 °
2024-12-12 13:42:06,0.651 °,179 °
2024-12-12 13:42:30,0.650 °,179 °
2024-12-12 13:42:50,0.649 °,179 °
2024-12-12 13:43:11,0.648 °,179 °
2024-12-12 13:43:31,0.647 °,179 °
2024-12-12 13:43:51,0.645 °,179 °
2024-12-12 13:44:11,0.644 °,179 °
2024-12-12 13:44:31,0.643 °,179 °
2024-12-12 13:44:51,0.642 °,179 °
2024-12-12 13:45:11,0.641 °,179 °
2024-12-12 13:45:34,0.640 °,179 °
2024-12-12 13:45:54,0.638 °,179 °
2024-12-12 13:46:14,0.637 °,179 °
2024-12-12 13:46:34,0.636 °,179 °
2024-12-12 13:46:54,0.635 °,179 °
2024-12-12 13:47:14,0.634 °,179 °
2024-12-12 13:47:34,0.633 °,179 °
2024-12-12 13:47:54,0.632 °,179 °
2024-12-12 13:48:16,0.630 °,179 °
2024-12-12 13:48:36,0.629 °,179 °
2024-12-12 13:48:56,0.628 °,179 °
2024-12-12 13:49:16,0.627 °,179 °
2024-12-12 13:49:36,0.626 °,179 °
2024-12-12 13:49:56,0.625 °,179 °
2024-12-12 13:50:16,0.624 °,179 °
2024-12-12 13:50:36,0.622 °,179 °
2024-12-12 13:51:00,0.621 °,179 °
2024-12-12 13:51:16,0.620 °,179 °
2024-12-12 13:51:40,0.619 °,179 °
2024-12-12 13:52:00,0.618 °,179 °
2024-12-12 13:52:21,0.616 °,179 °
2024-12-12 13:52:41,0.615 °,179 °
2024-12-12 13:53:01,0.614 °,179 °
2024-12-12 13:53:21,0.613 °,179 °
2024-12-12 13:53:41,0.612 °,179 °
2024-12-12 13:54:03,0.611 °,179 °
2024-12-12 13:54:23,0.609 °,179 °
2024-12-12 13:54:44,0.608 °,179 °
2024-12-12 13:55:04,0.607 °,179 °
2024-12-12 13:55:24,0.606 °,179 °
2024-12-12 13:55:44,0.605 °,179 °
2024-12-12 13:56:06,0.604 °,179 °
2024-12-12 13:56:26,0.602 °,179 °
2024-12-12 13:56:46,0.601 °,179 °
2024-12-12 13:57:06,0.600 °,179 °
2024-12-12 13:57:26,0.599 °,179 °
2024-12-12 13:57:46,0.598 °,179 °
2024-12-12 13:58:06,0.597 °,179 °
2024-12-12 13:58:30,0.596 °,179 °
2024-12-12 13:58:51,0.594 °,179 °
2024-12-12 13:59:11,0.593 °,179 °
2024-12-12 13:59:31,0.592 °,179 °
2024-12-12 13:59:51,0.591 °,179 °
2024-12-12 14:00:11,0.590 °,179 °
2024-12-12 14:00:33,0.589 °,179 °
2024-12-12 14:00:54,0.587 °,179 °
2024-12-12 14:01:14,0.586 °,179 °
2024-12-12 14:01:34,0.585 °,179 °
2024-12-12 14:01:54,0.584 °,179 °
2024-12-12 14:02:14,0.583 °,179 °
2024-12-12 14:02:34,0.582 °,179 °
2024-12-12 14:02:54,0.580 °,179 °
2024-12-12 14:03:16,0.579 °,179 °
2024-12-12 14:03:36,0.578 °,179 °
2024-12-12 14:03:56,0.577 °,179 °
2024-12-12 14:04:16,0.576 °,179 °
2024-12-12 14:04:36,0.575 °,179 °
2024-12-12 14:04:56,0.574 °,179 °
2024-12-12 14:05:16,0.572 °,179 °
2024-12-12 14:05:36,0.571 °,179 °
2024-12-12 14:05:56,0.570 °,179 °
2024-12-12 14:06:16,0.569 °,179 °
2024-12-12 14:06:40,0.568 °,179 °
2024-12-12 14:07:00,0.567 °,179 °
2024-12-12 14:07:21,0.565 °,179 °
2024-12-12 14:07:41,0.564 °,179 °
2024-12-12 14:08:01,0.563 °,179 °
2024-12-12 14:08:21,0.562 °,179 °
2024-12-12 14:08:42,0.561 °,179 °
2024-12-12 14:09:03,0.560 °,179 °
2024-12-12 14:09:23,0.558 °,179 °
2024-12-12 14:09:42,0.557 °,179 °
2024-12-12 14:10:02,0.556 °,179 °
2024-12-12 14:10:23,0.555 °,179 °
2024-12-12 14:10:45,0.554 °,179 °
2024-12-12 14:11:06,0.553 °,179 °
2024-12-12 14:11:26,0.551 °,179 °
2024-12-12 14:11:46,0.550 °,179 °
2024-12-12 14:12:07,0.549 °,179 °
2024-12-12 14:12:27,0.548 °,179 °
2024-12-12 14:12:48,0.547 °,179 °
2024-12-12 14:13:07,0.546 °,179 °
2024-12-12 14:13:27,0.545 °,179 °
2024-12-12 14:13:47,0.543 °,179 °
2024-12-12 14:14:08,0.542 °,179 °
2024-12-12 14:14:27,0.541 °,179 °
2024-12-12 14:14:47,0.540 °,179 °
2024-12-12 14:15:11,0.539 °,179 °
2024-12-12 14:15:31,0.538 °,179 °
2024-12-12 14:15:51,0.536 °,179 °
2024-12-12 14:16:11,0.535 °,179 °
2024-12-12 14:16:31,0.534 °,179 °
2024-12-12 14:16:52,0.533 °,179 °
2024-12-12 14:17:12,0.532 °,179 °
2024-12-12 14:17:33,0.531 °,179 °
2024-12-12 14:17:52,0.529 °,179 °
2024-12-12 14:18:15,0.528 °,179 °
2024-12-12 14:18:35,0.527 °,179 °
2024-12-12 14:18:55,0.526 °,179 °
2024-12-12 14:19:15,0.525 °,179 °
2024-12-12 14:19:35,0.524 °,179 °
2024-12-12 14:19:55,0.523 °,179 °
2024-12-12 14:20:15,0.521 °,179 °
2024-12-12 14:20:37,0.520 °,179 °
2024-12-12 14:20:58,0.519 °,179 °
2024-12-12 14:21:17,0.518 °,179 °
2024-12-12 14:21:38,0.517 °,179 °
2024-12-12 14:21:58,0.516 °,179 °
2024-12-12 14:22:21,0.514 °,179 °
2024-12-12 14:22:41,0.513 °,179 °
2024-12-12 14:23:01,0.512 °,179 °
2024-12-12 14:23:22,0.511 °,179 °
2024-12-12 14:23:42,0.510 °,179 °
2024-12-12 14:24:03,0.508 °,179 °
2024-12-12 14:24:22,0.507 °,179 °
2024-12-12 14:24:45,0.506 °,179 °
2024-12-12 14:25:05,0.505 °,179 °
2024-12-12 14:25:25,0.504 °,179 °
2024-12-12 14:25:45,0.503 °,179 °
2024-12-12 14:26:07,0.501 °,179 °
2024-12-12 14:26:28,0.500 °,179 °
2024-12-12 14:26:49,0.499 °,179 °
2024-12-12 14:27:09,0.498 °,179 °
2024-12-12 14:27:28,0.497 °,179 °
2024-12-12 14:27:51,0.495 °,179 °
2024-12-12 14:28:11,0.494 °,179 °
2024-12-12 14:28:33,0.493 °,179 °
2024-12-12 14:28:52,0.492 °,179 °
2024-12-12 14:29:13,0.491 °,179 °
2024-12-12 14:29:35,0.489 °,179 °
